 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19,snm_20
URS0000D686CE_755731/1-80_subopt4,   6.11094,  -0.62921,  -2.68207, -0.192392,  0.108712,  0.101267,   0.46481,  -1.81848,-0.0865536,  0.284165,  0.222195, -0.941434, -0.265835,  0.487832, -0.334471, -0.339686, -0.588309,  0.768889, -0.464614, -0.553255
URS0000D686CE_755731/1-80_subopt5,  6.06457,-0.712676, -2.36828,-0.848965, 0.322786,-0.394945, 0.203657, -1.33379, 0.138018, 0.418114, 0.667063,-0.812617,-0.110219, 0.563874,-0.152738,-0.422192,-0.448231, 0.513093,0.0999449,-0.431451
URS0000D686CE_755731/1-80_subopt6,   5.28886,-0.0969077,  -2.12504, -0.993846, -0.073155, 0.0978306, -0.313856,  -1.54581, -0.173359,  0.119836, 0.0426456, -0.357689, -0.578896,  0.739383, 0.0318667,  -0.02381,  0.458698, -0.286886, -0.101849, -0.247279
URS0000D686CE_755731/1-80_subopt7,   5.24923, -0.129644,  -2.18461, -0.922614, -0.114684,-0.0501151, -0.528875,  -1.93253, -0.079395, 0.0929074,  0.855011, -0.317352, -0.611048,  0.599043,-0.0217126,0.00258935,  0.556002, -0.288203, -0.254822, -0.204374
URS0000D686CE_755731/1-80_subopt8,    5.9698, -0.648202,   -1.6979, -0.528668,  0.322016,  -0.32646, -0.253572,  -2.16338,   -0.1398,-0.0250113,   1.08633, -0.102464,  0.181504,  0.726559,  0.070828, -0.185101, 0.0983916,  0.321172,  0.433957, -0.502109
URS0000D686CE_755731/1-80_subopt9,   6.01698, -0.761659,  -2.43724, -0.706908,  0.319511,  -0.49197, -0.158117,  -1.73999,  0.146091,  0.445465,   1.34136, -0.835531, -0.330523,  0.327156,0.00160064, -0.431901, -0.342519,  0.486849, 0.0849345, -0.437767
URS0000D686CE_755731/1-80_subopt10,  6.41119, -1.10152, -2.00599,-0.458484,-0.919543,-0.906009,-0.714189, -1.60107, 0.218944, 0.259658,  1.11801,-0.882768,-0.459816, 0.889031,-0.266469, 0.208387, 0.369779,  0.36574,0.0496398,-0.216155
URS0000D686CE_755731/1-80_subopt11,    6.03603,  -0.764084,   -2.47575,  -0.729752,   0.325707,  -0.455415,  -0.162185,   -1.73325,   0.188113,    0.47497,    1.34379,  -0.800546,  -0.353541,   0.289884,  -0.112538,  -0.475285,  -0.424335,   0.523387,-0.00557273,  -0.508328
URS0000D686CE_755731/1-80_subopt12,  5.36168,-0.139542, -2.76259,-0.253264,-0.276644, 0.854787,-0.336433, -1.63993,-0.424371,-0.310468,-0.102353, 0.141824,-0.490578, 0.702912, 0.761942, 0.109818, 0.345594,-0.442191,-0.418182,-0.092335
URS0000D686CE_755731/1-80_subopt13,    6.18207,  -0.796888,   -3.02284,-0.00556749,    0.18848,   0.293287,  -0.122358,   -1.44925,   -0.12094,   0.114506,   0.426575,  -0.494245,  -0.146044,   0.489211,   0.742887,  -0.326251,  -0.596005,   0.370122, -0.0647445,   -0.29639
URS0000D686CE_755731/1-80_subopt14,   5.38146, -0.339028,  -2.64899, -0.875127,-0.0794518, 0.0997367,  -1.04614,   -2.0815, -0.256302, -0.178503,  0.873603, -0.438181, -0.657319,  0.727619,   1.21168, -0.306495,  0.919519, -0.265075,  0.236059, -0.116558
URS0000D686CE_755731/1-80_subopt15,  6.10201,-0.857585, -2.16228, -0.48118, 0.357247,-0.176609,-0.770837, -2.31234,-0.316707,-0.296422,  1.10491,-0.223294, 0.135231, 0.855144,  1.30422,-0.494186, 0.461909, 0.344305, 0.924839,-0.414291
URS0000D686CE_755731/1-80_subopt16,   6.14921,  -0.97104,  -2.90162, -0.659418,  0.354742, -0.342116, -0.675374,  -1.88895,-0.0308148,  0.174055,   1.35995, -0.956362, -0.376799,  0.455738,   1.23499, -0.740983, 0.0210008,  0.509976,  0.575813, -0.349953
URS0000D686CE_755731/1-80_subopt17,  4.77612, -0.74769,-0.108093, -1.51235, 0.360737,-0.800057,0.0238525,-0.196468, 0.321094, -0.44302,  1.31027,-0.067589, 0.719527, 0.539698,0.0113818, 0.237235, 0.679122,-0.110353,-0.252439, -0.38337
URS0000D686CE_755731/1-80_subopt18,   5.44423,  -1.23373, -0.405307,  -1.36819,   0.87596,  -1.23789,  0.310566,-0.0481115,  0.540114,-0.0878198,   1.75531, -0.572746,    0.9571,  0.267527,-0.0170018, -0.227532, -0.195032,  0.530425,-0.0242858, -0.594508
URS0000D686CE_755731/1-80_subopt19,   5.88944,  -1.55755, -0.215662,  -1.07414,   1.39197,  -1.57196,  0.202887, 0.0729831,  0.591661,  0.240452,   1.74312, -0.861431,  0.684243,  0.471711,-0.0761135, -0.290718,-0.0331825,  0.649437, -0.108662, -0.113725
URS0000D686CE_755731/1-80_subopt20,   5.39038,  -1.22501, -0.111911,  -1.39603,  -0.43393,  -1.14838, -0.278162, -0.011201,  0.683444, -0.125018,   1.39616, -0.668936,  0.922864,   0.49512, 0.0488673, -0.257352,0.00976243,-0.0935471, -0.403199, -0.526613
URS0000D686CE_755731/1-80_subopt21,   5.89721,  -1.59175, 0.0644915,  -1.06672,  0.134316,  -1.51145, -0.361282,   0.15646,  0.705007,   0.20489,   1.39382, -0.991469,  0.610881,  0.721956,-0.0438311, -0.331371,  0.164973, 0.0483102, -0.475067,-0.0163256
URS0000D686CE_755731/1-80_subopt22,   5.98923, -0.503628,   -1.6809,   -1.1769,  0.347128, -0.729418,-0.0723661, -0.938346,  0.818832,  0.463507,    1.6218, -0.325388, -0.181488,  0.793546, -0.877398, -0.460784,  -1.02157,  0.293267,  0.423638, -0.316839
URS0000D686CE_755731/1-80_subopt23,   5.57365, -0.929126,  -1.66709,  -0.90923,  0.437911, -0.882889,-0.0142113,   -1.1441,  0.492583,  0.238984,   1.42231, -0.378813,  0.197667,   0.45003, -0.924734, -0.534812, -0.588854,   0.66491,  0.449492, -0.218907
URS0000D686CE_755731/1-80_subopt24,   5.36232,  0.195251,   -1.8541,-0.0829609,  -0.40013,  0.901521,  0.219316,  -1.78284, -0.281866,  0.298519, -0.180436,  0.305947, -0.991195,  0.796094, -0.217426,  0.355971, -0.036988, -0.300207, -0.694336, -0.237083
URS0000D65C84_12908/1-116_subopt0,  7.81125, -1.36112, -2.36508,  1.92374,  1.77451,  1.56617, -0.63956, 0.878745, 0.134523,0.0930682,-0.175383,  1.01866, 0.392671, -0.14145, 0.880421, 0.629525, 0.297539,  0.01953, -0.41975, 0.178125
URS0000D65C84_12908/1-116_subopt1,   7.78082,  -1.39799,  -2.39778,   2.06022,   1.79067,   1.30311,  -1.09665,  0.485065,  0.107632, 0.0636942,  0.341606,   1.18819,  0.235848, -0.461706,  0.874226,   0.65704,  0.205078,-0.0976837, -0.464332, -0.059133
URS0000D65C84_12908/1-116_subopt2,   7.82454,  -1.38911,  -2.24868,   1.69384, 0.0803658,   1.72668,  -1.11083,  0.846987,  0.169046, -0.428618, -0.124415,  0.843873,  0.899735,-0.0950023,    1.0684,  0.896177, -0.436784,  0.134511,  0.336168, -0.894907
URS0000D65C84_12908/1-116_subopt3,   8.23793,  -1.71879,  -2.03703,   2.02559,  0.664273,   1.27705,   -1.3281,  0.950366,  0.242443, 0.0484162,-0.0782952,  0.491053,   0.64625,  0.156574,   1.06609,  0.819199, -0.132704,  0.170309,  0.215367, -0.343137
URS0000D65C84_12908/1-116_subopt4,   8.29823,  -1.80314,  -2.53817,   2.09386,  0.516186,   0.81154,  -1.28777,   1.20869, 0.0329028,  0.272215, -0.443516,  0.360588,  0.333162, 0.0178356,  0.826404,  0.610643, -0.249446,  0.469809,  0.335856,-0.0383712
URS0000D65C84_12908/1-116_subopt5,   8.27861,  -1.86282,   -2.5705,   2.25622,  0.557605,  0.496382,  -1.74235,  0.816262,0.00530072,  0.250457, 0.0597487,  0.599622,   0.16687, -0.347665,  0.809048,  0.627733, -0.315318,  0.354729,  0.231022, -0.273254
URS0000D65C84_12908/1-116_subopt6,  8.18863, -1.67762, -2.50342,  1.86803,-0.472731, 0.837413, -1.76441,  1.21257,0.0123443,-0.154216,-0.488402, 0.245662, 0.647493,-0.136904, 0.911985, 0.847822,-0.613101, 0.152857, 0.611471,-0.942848
URS0000D65C84_12908/1-116_subopt7,   8.2708, -1.78837, -2.23951,  2.05668, 0.630463,  1.09949, -1.17668,  1.03419, 0.226827, 0.120321,-0.316814, 0.555456, 0.620963,0.0453172, 0.976109, 0.649401,-0.147857, 0.183281,0.0944195,-0.191999
URS0000D65C84_12908/1-116_subopt8,   8.25117,  -1.84806,  -2.27184,   2.21904,  0.671887,  0.784321,  -1.63126,  0.641763,  0.199225, 0.0985621,  0.186447,  0.794488,  0.454666,  -0.32019,  0.958753,  0.666491, -0.213724, 0.0682009,-0.0104119,  -0.42688
URS0000D65C84_12908/1-116_subopt9,   7.71646,  -1.26596,  -2.06664,   1.84941,   1.73167,   1.81701, -0.891273,  0.588253,  0.149697,-0.0755794, -0.207389,   1.04267,  0.648283, -0.165968,   1.08749,  0.682419,  0.147442, -0.208782, -0.299129, -0.352409
URS0000D65C84_12908/1-116_subopt10,   8.11562,  -1.57774,  -2.11925,   2.00355,   2.02855,   1.72257, -0.437083,  0.953891,  0.100607, 0.0404393, -0.643134,   1.14563,  0.446135,-0.0394358,   0.99666,  0.568269,  0.437415, -0.111242, -0.509553,  0.101031
URS0000D65C84_12908/1-116_subopt11,    8.20943,    -1.7077,   -2.61275,    1.84815,   0.871808,    1.85317,  -0.192205,    1.05097,   0.271922,-0.00552914, -0.0513169,   0.775112,   0.901443,   0.163149,    0.99061,   0.937291,  0.0805126,   0.308725,  0.0570922,  -0.163447
URS0000D65C84_12908/1-116_subopt12,   8.21724,  -1.78145,  -2.65892,   1.98991,  0.910319,   1.56627, -0.596827,  0.699129,   0.24486,-0.0359917,  0.353112,   1.02337,  0.739101, -0.171663,   0.96825,  0.956704,0.00819768,  0.187677,-0.0402496, -0.403962
URS0000D65C84_12908/1-116_subopt13,  6.81269,  -1.4675,-0.792064, 0.297574,   1.0904, 0.550745,  1.98865, -1.26579,-0.468866, 0.958771,-0.580396, 0.223526, -0.66179, -1.21281,-0.460649,  1.76471,-0.264947, -1.68599, 0.881334, 0.284327
URS0000D65C84_12908/1-116_subopt14,   6.78226,  -1.50436, -0.824771,  0.434058,   1.10656,  0.287692,   1.53156,  -1.65947, -0.495761,  0.929395,-0.0634048,   0.39306, -0.818616,  -1.53307, -0.466843,   1.79222, -0.357406,   -1.8032,   0.83675, 0.0470702
URS0000D65C84_12908/1-116_subopt15,   7.35815,  -2.00591,  -1.01728,  0.672809,-0.0797817, -0.655024,  0.736446,  -1.30919, -0.532134,   1.19233, -0.300206, -0.328065, -0.844252,  -1.35096, -0.591278,   1.75992, -0.923896,  -1.30171,   1.55016, -0.119268
URS0000D65C84_12908/1-116_subopt16,   7.22491,  -1.88654,  -1.08474,  0.362919,  0.226308,  0.550621,   2.03103,  -1.44629, -0.358022,  0.829935,-0.0524742,  0.227932, -0.314912,  -1.24324, -0.372954,   2.09274, -0.554259,  -1.51799,   1.26052, -0.297355
URS0000D65C84_12908/1-116_subopt17,    6.5474, -0.739044,  0.559335, -0.480131,   1.07962,-0.0692251,   1.87918,0.00833843, -0.338643, -0.176581,  0.602711,   1.10913,  0.306616,  -0.87365,  0.114779, -0.201242,   1.11974,  0.440114,  -0.39397, -0.280852
URS0000D65C84_12908/1-116_subopt18,  6.47601,-0.785901, 0.485624,-0.261471,  1.10119,-0.427092,   1.2836, -0.52531,-0.376821,-0.167022,  1.37068,  1.29717,0.0966919, -1.28121, 0.133546,-0.163494,  1.03758, 0.294106, -0.44632,-0.512822
URS0000D65C84_12908/1-116_subopt19,   7.11546,  -1.33453,  0.325106, 0.0105927,-0.0255626,  -1.37641,  0.519132, -0.152613, -0.425524, 0.0911811,   1.14137,  0.570822, 0.0710803,  -1.09427,0.00926974, -0.203671,  0.476509,  0.799787,  0.262932, -0.678243
URS0000D65C84_12908/1-116_subopt20,    6.99323,   -1.20087,     0.1933,  -0.383903,   0.213953, -0.0954043,    1.90465,  -0.214071,  -0.237143,  -0.287472,    1.13952,     1.1542,   0.610595,  -0.916674,   0.215053,   0.143747,   0.825015,    0.56455,-0.00462753,  -0.870517
URS0000D65C84_12908/1-116_subopt21,   6.26333, -0.449691,  0.765204,  -0.40752,   2.22707, -0.506638,   1.30377, -0.561933, -0.193741,-0.0664185,   1.19026,   1.35921,-0.0828027,  -1.60339, 0.0968443,  -1.13879,  0.949172, -0.277212, -0.869606, -0.212468
URS0000D65C84_12908/1-116_subopt22,   6.5292,-0.834054, 0.347103,-0.340113,  1.01211,-0.425188,  1.58196,-0.540404, 0.140982,0.0723879,  1.52932,  1.14901, 0.293743, -1.54599,  0.07807, -0.81234, 0.880876, 0.157596,-0.512873,-0.321289
URS0000D65C84_12908/1-116_subopt23,  6.45037,-0.565921, 0.757004,-0.921557,-0.794905, 0.493263,  1.41998, 0.133521,-0.148185,-0.169748, 0.551857, 0.553208,  1.29536, -1.49496, 0.420801, -0.57148, 0.277062, 0.360556, 0.568875,  -1.3438
URS0000D65C84_12908/1-116_subopt24,   6.57074, -0.632025,  0.549442, -0.617331,   1.01846,  0.209834,   1.96488,  0.306726, -0.243443,  0.381059,  0.517824,  0.623109,   0.63137,  -1.45246,  0.134536, -0.840446,  0.990321,  0.356347, -0.146423,-0.0793301
URS0000D6CAE9_12908/1-97_subopt0,   7.35191,  -1.00515,  -3.50508,   1.23238, -0.353585,   1.39898,-0.0965061,   1.11604,   1.44634, -0.222043,  0.801018,  0.332443,  0.723627,  0.568366,  0.673248,  0.120889, -0.377259, -0.271234, -0.607704,  0.721982
URS0000D6CAE9_12908/1-97_subopt1,   7.17523, -0.652673,  -2.70762,   1.01882, -0.414951,   1.36108,  0.386382,   1.06488,   1.72187, -0.229079,  0.671905,-0.0414229,  0.187112,  0.174787, -0.282261,   0.18537, -0.959163, -0.112837, -0.799768,  0.806705
URS0000D6CAE9_12908/1-97_subopt2,  6.30255, -1.08069, -1.95157,-0.415804, -1.07635, 0.383197,  2.51481, -1.03845, 0.854037, 0.651235, 0.389724,-0.449816,-0.330454,-0.509636,-0.662726,  1.26596,-0.938021, -1.97819,  0.68731, 0.833278
URS0000D6CAE9_12908/1-97_subopt3,  6.58842,-0.654905, -1.35728,-0.615669, 0.477877, 0.216624,   1.1662,-0.723895,  0.51513, 0.355032, -0.10981,-0.669408,-0.734909,  0.77651, 0.456403,-0.624835, 0.361031,-0.206215,-0.379342, 0.353891
URS0000D6CAE9_12908/1-97_subopt4,  6.59768,-0.793095, -2.34385,-0.836285,-0.956713, 0.158961,  1.29785,-0.969011, 0.770701, 0.314103,  1.08624, -1.07799,-0.338051, 0.713286, 0.333189,-0.374414, 0.239405, 0.180823,-0.420962, 0.232846
URS0000D6CAE9_12908/1-97_subopt5,  6.53713,-0.593286, -2.02243,-0.807451,-0.958392, 0.339246,  1.23846,-0.708082, 0.904342, 0.108646,   1.0378, -1.20949,-0.771261, 0.506876, 0.417813,-0.322727,-0.145454,  0.23464,-0.257316,   0.3906
URS0000D6CAE9_12908/1-97_subopt6,   6.55431, -0.435194,  -1.74226,  -1.21395,  -1.12378,  0.495602,   1.62533,-0.0439561,  0.522073,   0.67497,  0.719091,  -1.51561,  0.279691,  0.363314,-0.0231791, -0.930109,  0.109984,  0.585731, -0.641239,  0.482523
URS0000D6CAE9_12908/1-97_subopt7,   6.91529, -0.923714,  -2.26578, -0.105187,  -1.64392,  0.263669,   1.01246,  -0.64933,  0.874697, 0.0578098,   0.26471,   -1.1934, -0.179216,  0.809222, -0.166728,  -0.28628,  -0.10144,  0.178621,  -1.14104,-0.0467198
URS0000D6CAE9_12908/1-97_subopt8,  6.86949,-0.804955, -1.98048,-0.317938, -1.69147, 0.186078,  1.05985,-0.338883, 0.801195,-0.167511, 0.389409, -1.11137,-0.158102, 0.768747, -0.54078,-0.377213,-0.367918, 0.502376,  -1.7015,-0.151856
URS0000D6CAE9_12908/1-97_subopt9,   6.86011, -0.844825,  -2.03821, -0.216792,  -1.74625,   0.14737,  0.941773,  -0.56352,   1.11881,-0.0690769,  0.695534,   -1.1492, -0.263468,  0.283644, -0.529143, -0.953133, -0.496669,   0.46814,  -1.61731,-0.0675617
URS0000D6CAE9_12908/1-97_subopt10,  6.77433,-0.696392, -1.68748,-0.198441, -1.77862, 0.286911, 0.899222,-0.359921,  1.18695,-0.256653, 0.648715, -1.32916,-0.637788, 0.134599,-0.218385, -0.79888,-0.854555, 0.433272, -1.45717, 0.278439
URS0000D6CAE9_12908/1-97_subopt11,   6.51273, -0.443623,  -1.49793,-0.0191162,  0.252991,  0.846721,   1.72327, -0.873074,  0.241262,  0.123255, -0.909517,  -0.55992, -0.754097,  0.701691,  0.269116, -0.528462,  0.116038,-0.0888899, -0.875201,   0.31738
URS0000D6CAE9_12908/1-97_subopt12,  6.43439,-0.405128, -2.21655,-0.288993, -1.04474, 0.830666,  1.63387,-0.900803, 0.286408, 0.129111,-0.588579, -1.01284, -0.51186, 0.738494, 0.214018, -0.25926,-0.229597, 0.332397,-0.669104,0.0711644
URS0000D6CAE9_12908/1-97_subopt13,   6.55322, -0.598362,  -2.51153, -0.260047,  -1.19425,  0.824221,   1.91694,  -1.09568,  0.489349, 0.0834992,   0.17229, -0.978848, -0.357705,  0.679951,  0.132435, -0.287915,-0.0144245,  0.328381, -0.929666,  0.176548
URS0000D6CAE9_12908/1-97_subopt14,   6.92554,  -1.10191,  -2.26287, -0.337687, -0.732666,  0.256496,   1.60004,  -0.83001,  0.713646,0.00473387,  0.525399,  -1.40192, -0.300268,  0.912032, -0.650822, -0.333692, -0.591325,  0.583724, -0.962092,  0.350975
URS0000D6CAE9_12908/1-97_subopt15,   6.49227, -0.492394,  -2.20745, -0.416629,  -1.27787,  0.727667,   1.97573,  -0.73444,  0.717396,-0.0302809,  0.301749, -0.903428, -0.247914,  0.343509,-0.0635912,  -0.82411, -0.365084,   0.35806,  -1.15596,  0.287995
URS0000D6CAE9_12908/1-97_subopt16,   6.46346, -0.330433,   -1.2311,-0.0147469,   0.23457,   1.02624,   1.72916, -0.639059,  0.500887,-0.0559944, -0.783551, -0.611398,   -1.0439,  0.555195,  0.443558, -0.303366, -0.320926, -0.106698, -0.833646,  0.635752
URS0000D6CAE9_12908/1-97_subopt17,   6.4689,-0.439533, -2.14207,-0.264797, -1.17828, 0.982628,  1.80609,-0.801999, 0.666847,-0.100423, 0.194551, -1.01564,-0.691909, 0.415166, 0.328856,-0.138592,-0.462667, 0.228551,-0.792541, 0.488183
URS0000D6CAE9_12908/1-97_subopt18,    6.46502,  -0.229653,    -1.8403,  -0.620067,   -1.31601,     1.1156,    2.15032,  -0.134131,   0.290205,   0.431151,-0.00501451,   -1.32491,   0.314684,   0.252235,  -0.198233,   -0.79306,  -0.159568,   0.588767,   -1.05382,   0.489002
URS0000D6CAE9_12908/1-97_subopt19,   6.92703, -0.940645,  -2.30403, -0.107726,  -1.65159,  0.294168,    1.0297, -0.664775,  0.819047, 0.0720894,  0.130641,  -1.25018,  -0.22412,  0.819111,-0.0887111, -0.336683,-0.0569626,  0.210734,  -1.09094,-0.0511655
URS0000D6CAE9_12908/1-97_subopt20,   6.78582,  -0.73115,  -2.00751, -0.490687,  -1.74999,  0.616311,   1.71168,-0.0908175,   0.54946, -0.295165, -0.340438,  -0.89486, -0.217694,  0.869398, -0.390461, -0.349668, -0.255677,  0.441741,  -1.66843, -0.289066
URS0000D6CAE9_12908/1-97_subopt21,  6.83411,-0.807219, -2.09301,-0.422305, -1.81384, 0.624766,  1.67039,-0.267944, 0.870355,-0.227749,-0.174584,-0.903441,-0.334953, 0.419499, -0.39074,-0.928118,-0.392415, 0.396596, -1.57686,-0.210401
URS0000D6CAE9_12908/1-97_subopt22,   6.74833, -0.658793,  -1.74231, -0.403953,  -1.84621,  0.764307,   1.62783,  -0.06435,  0.938497, -0.415323,   -0.2214,   -1.0834, -0.709275,  0.270454,-0.0799821, -0.773863, -0.750305,  0.361729,  -1.41672,  0.135605
URS0000D6CAE9_12908/1-97_subopt23,   6.62438, -0.766037,  -2.85231,-0.0732253,  -1.11449,   1.01624,   1.32978, -0.726451,  0.454959,-0.0861597,  0.376671,  -0.53166, -0.237915,  0.681329,   1.20979, -0.274481,-0.0221217,-0.0703865, -0.529797,  0.433409
URS0000D6CAE9_12908/1-97_subopt24,   6.68063, -0.825618,  -1.69153, -0.565237,  0.507605,  0.341365,  0.704381, -0.847219,  0.374887, 0.0678359,-0.0874551,  -0.71468, -0.802596,  0.820306,   1.58473, -0.919497,  0.616291, -0.304736,  0.139973,  0.505145
URS0000D67CFA_742735/1-95_subopt0,   6.46821,  0.235942,  -1.96715,  0.838893, -0.893103,   1.19733,-0.0868951,   1.84934,   1.21955,  0.176244,   0.22881,-0.0956556,   1.44231,  0.270975,-0.0945995,  0.266642,   0.35896,  0.788532,  -1.21517,  0.700052
URS0000D67CFA_742735/1-95_subopt1,  6.51338, 0.323906, -1.95254,   1.0626, -1.02202,  1.10918,0.0410919,  1.53567, 0.863836,0.0492227, 0.285821, 0.355778,  1.76464,  1.06148,-0.385253, 0.561403, 0.447048, 0.846253,-0.892518, 0.854262
URS0000D67CFA_742735/1-95_subopt2,  6.43031,    0.453, -1.92369,   1.1697,-0.959588, 0.778777, 0.295308,  1.57219,  1.55596, -0.32844, 0.367608,  0.38989,  1.35368,  1.44863,-0.113705, 0.559002, 0.305552, 0.609602,-0.911183, 0.909569
URS0000D67CFA_742735/1-95_subopt3,     5.30489,    0.198703,   -0.591478,   -0.412335,    -1.64611,   0.0114634,     2.39185,    -0.34632,     1.03031,    0.400829,-0.000774371,   -0.145476,    0.423052,    0.646907,   -0.900632,     1.37878,   -0.104032,   -0.828873,    0.215226,    0.928498
URS0000D67CFA_742735/1-95_subopt4,   6.64729,  -1.24219,  0.240895,  -1.12638,  -3.00815,  -1.11317,   1.30251,   1.61696,  0.570164,-0.0334008,  0.397468, -0.120285,  0.889842,    0.9679, -0.673191,-0.0428182,   1.04087,  -0.44133,  0.601611,  0.682662
URS0000D67CFA_742735/1-95_subopt5,   5.55145,   0.79596,  -1.07958, -0.307646,  -1.85179,  0.291636,   2.02903, -0.570396,     0.667, -0.037849, -0.272694, -0.735895,   0.41124,   1.50171,-0.0715301,  0.221971,  0.766727,   1.10957,  -1.09732,  0.458816
URS0000D67CFA_742735/1-95_subopt6,   5.57281,  0.722437,  -1.18878, -0.244888,  -1.81197,  0.356125,   1.72839, -0.340169,  0.620153, -0.176782,-0.0847076, -0.468587,  0.468686,   1.48481,  0.522727,  0.251014,    0.7072,  0.788801, -0.842596,  0.642046
URS0000D67CFA_742735/1-95_subopt7,   5.54874,  0.804469,-0.0616356, -0.590787,-0.0572829, -0.236207,   1.02934, -0.166187,  0.511124,  0.145415, -0.684523, -0.706304,  0.145454,   1.82227,  0.888895, -0.351265,   1.22062,  0.534367, -0.182356,  0.658688
URS0000D67CFA_742735/1-95_subopt8,    5.68308,-0.00227394,   -1.37175,   -1.34458,   -1.56196,   0.336092,   0.412433,  -0.468723,  -0.147277,   0.699778,   0.308574,   -1.33167,   0.915307,   0.101448,   0.706042,  -0.432321,    1.41934,    1.32089,  -0.545835,   0.347511
URS0000D67CFA_742735/1-95_subopt9,  5.70697, 0.256099, -1.19986, -1.20106, -1.53807,  0.14079, 0.698699,-0.318349, 0.485794, 0.427345,  0.49854, -1.41513, 0.473025, 0.404952, 0.991666,-0.395309,  1.25775,  1.09091,-0.533261, 0.429632
URS0000D67CFA_742735/1-95_subopt10,  5.75217, 0.344068, -1.18526,-0.977349, -1.66697,0.0526405,  0.82669,-0.632014, 0.130091, 0.300323,  0.55555,-0.963696, 0.795365,  1.19545, 0.701008,-0.100548,  1.34584,  1.14863,-0.210614, 0.583835
URS0000D67CFA_742735/1-95_subopt11,   5.66904,   0.47316,   -1.1564, -0.870248,  -1.60455, -0.277762,   1.08091, -0.595503,  0.822218,-0.0773395,  0.637337,  -0.92958,  0.384404,   1.58261,  0.972555, -0.102948,   1.20435,  0.911975, -0.229277,  0.639143
URS0000D67CFA_742735/1-95_subopt12,  6.54435, -1.36887, 0.315171, -1.04916, -2.91577, -1.15943, 0.673815,  1.01665, 0.538687,-0.142473, 0.390347,-0.708435, 0.821515,  1.38548,-0.653663,-0.154108, 0.779696,-0.228273,  0.63845, 0.906643
URS0000D67CFA_742735/1-95_subopt13,  5.70635, 0.833986,-0.540699,-0.057621, -1.95793,  0.86079,  1.74339,-0.380581,0.0829949, 0.779141,-0.228183,  -0.1587, 0.441378,  1.20911,-0.245086, 0.483959, 0.517942,  1.08943,-0.954938, 0.515623
URS0000D67CFA_742735/1-95_subopt14,  5.62327, 0.963073,-0.511846,0.0494833, -1.89551, 0.530389,  1.99761,-0.344071, 0.775118, 0.401478,-0.146398, -0.12458,0.0304148,  1.59626,0.0264595,  0.48156, 0.376446, 0.852782,-0.973604, 0.570932
URS0000D67CFA_742735/1-95_subopt15,  5.58519, 0.615698,-0.689037,-0.693074,  -1.6858,-0.113713,  1.41385,-0.394251,  1.12549, 0.689597, 0.712443,-0.374988, 0.194681,  1.54561,  0.13068, 0.240865, 0.819486,   0.8945,-0.567195, 0.506476
URS0000D67CFA_742735/1-95_subopt16,     5.5552,   0.603812,  -0.795192,  -0.444528,   -1.79421,   0.940516,    1.57539, -0.0859474,   0.613637,   0.933445,  -0.222584,   -0.58496,   0.310463,   0.291687,-0.00155809,    0.13383,   0.586484,    1.01892,   -1.20617,   0.399479
URS0000D67CFA_742735/1-95_subopt17,  5.60041,  0.69178,-0.780589, -0.22082, -1.92311, 0.852371,  1.70338,-0.399611, 0.257929, 0.806421, -0.16557,-0.133527, 0.632803,  1.08219,-0.292212, 0.428592, 0.674571,  1.07663,-0.883521, 0.553688
URS0000D67CFA_742735/1-95_subopt18,   5.51727,  0.820873, -0.751732, -0.113714,  -1.86069,  0.521966,   1.95759, -0.363098,  0.950052,  0.428758,-0.0837849,-0.0994084,  0.221844,   1.46934,-0.0206664,  0.426192,  0.533075,  0.839983, -0.902186,  0.608995
URS0000D67CFA_742735/1-95_subopt19,   5.68127,  0.365636,  -1.16957,-0.0614315,  -1.92804,  0.596628,   1.63621,  -1.07795,  0.731857,  0.306513,  0.396215,  0.248897, 0.0205748,   1.10252, -0.131995,  0.290721,  0.440837,  0.940964, -0.977069,  0.611289
URS0000D67CFA_742735/1-95_subopt20,  5.63787, 0.611026,-0.642991,-0.200405, -1.94476, 0.723613,  1.48879,-0.648831,   0.3931, 0.506033, 0.427936,0.0517498, 0.245656, 0.843878,-0.290036, 0.308293, 0.738254,  1.07549,-0.939052, 0.769707
URS0000D67CFA_742735/1-95_subopt21,  5.61561, 0.534228,-0.869583,-0.293627, -1.88574, 0.564853,  1.79999,-0.541319, 0.625722,  0.21881,0.0643446, 0.260774, 0.231731,  1.35338,-0.123214, 0.293276, 0.336726, 0.977251, -1.23842, 0.433286
URS0000D67CFA_742735/1-95_subopt22,   5.59401,  0.621216, -0.705908, -0.717179,  -1.67722,-0.0911896,   1.39469, -0.366349,    1.1744,   0.70775,   0.68842, -0.351888,  0.173977,   1.50391,  0.055359,  0.222663,  0.752563,  0.950935, -0.631107,  0.437898
URS0000D67CFA_742735/1-95_subopt23,    5.4197,   1.08706,  0.176256,  0.219307, -0.290478,  0.605543,    1.6404,  0.147044,  0.510379,   0.55232,  -1.22659,  0.189684,0.00104189,   1.75615,  0.360596,  0.177947,  0.567306,  0.403465, -0.793515,  0.678031
