 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19,snm_20,snm_21,snm_22,snm_23,snm_24,snm_25,snm_26,snm_27,snm_28,snm_29,snm_30,snm_31,snm_32,snm_33,snm_34,snm_35,snm_36,snm_37,snm_38,snm_39,snm_40,snm_41,snm_42,snm_43,snm_44,snm_45,snm_46,snm_47,snm_48,snm_49,snm_50,snm_51,snm_52,snm_53,snm_54,snm_55,snm_56,snm_57,snm_58,snm_59,snm_60,snm_61,snm_62,snm_63,snm_64,snm_65,snm_66,snm_67,snm_68,snm_69,snm_70,snm_71,snm_72,snm_73,snm_74,snm_75,snm_76,snm_77,snm_78,snm_79,snm_80,snm_81,snm_82,snm_83,snm_84,snm_85,snm_86,snm_87,snm_88,snm_89,snm_90,snm_91,snm_92,snm_93,snm_94,snm_95,snm_96,snm_97,snm_98,snm_99,snm_100,snm_101,snm_102,snm_103,snm_104,snm_105,snm_106,snm_107,snm_108,snm_109,snm_110,snm_111,snm_112,snm_113,snm_114,snm_115,snm_116,snm_117,snm_118
RF02924#LBBT01000108.1/25002-25086#subopt12,   0.0445424,  -0.0265196, -0.00543559,  -0.0183852,  -0.0345542,  -0.0320877,   -0.035128,    0.111068,  -0.0548044,    0.033677,  0.00647985,   0.0601695,   0.0294469,  -0.0155399, -0.00235481,   0.0329865,   0.0236877,   0.0479968, -0.00291697,  -0.0265691,  -0.0214208,  0.00684375,   -0.140753,  -0.0419801,   -0.040228,   -0.033701,   0.0428949,  0.00439124,  -0.0234475,    0.015832, 0.000104597,   0.0310221,   0.0174349,  -0.0633929,  -0.0392017,  -0.0352496,  -0.0122768,   -0.011553,   0.0172747,   0.0198491,   0.0081641,  0.00617791,  -0.0122926,   0.0400012, -0.00216067,   -0.048751,  -0.0361917,   0.0634118,   0.0100916,  -0.0870024,  -0.0659457,   0.0246916,  -0.0438593,   0.0451931,   0.0144287,   0.0409688,   0.0574481, -0.00238185,  -0.0151802,   0.0242503,   0.0583765,   0.0137304,   0.0811596,   0.0875801,  -0.0102394,   -0.018012,  -0.0172044,  0.00685421,  0.00420969,  -0.0217919,  -0.0343963,  -0.0516975,   0.0701497,  -0.0233178,   0.0111459,    0.055998,   0.0355514,  -0.0658068,  -0.0598981,   0.0390193,  -0.0489464,  0.00705879,  -0.0194646,   0.0494286,   0.0104148,   0.0112033,  -0.0403921,   0.0854172,  -0.0117991,   0.0424759,  -0.0866777,  0.00231105,    0.137039, -0.00155209,  0.00741374,   0.0077717,    0.026499,  -0.0380587,   0.0173903,   0.0777257,    0.033152,  0.00890355,  0.00976508,      0.0114,   0.0123766,  0.00483407,-0.000625314,   0.0300875,  0.00530127,  -0.0187282,  -0.0146041,   0.0253924, -0.00562738,   0.0112881,  0.00736157,   0.0345045,  0.00998299,   0.0494526
RF02924#LBBT01000108.1/25002-25086#subopt13,  0.0489171, -0.0213294,-0.00640462, -0.0172358, -0.0547754, -0.0168299, -0.0177176,    0.15251, 0.00199241,  0.0519224, -0.0737532,  0.0143909,-0.00780065, -0.0387221,  0.0221782, 0.00405989,  0.0276132, 0.00989682, -0.0127485, -0.0112544, -0.0426571, -0.0576751, -0.0700918, -0.0133843,  0.0324277, 0.00795642,  0.0139974, -0.0410847, 0.00396388,  0.0197344, -0.0191986,  0.0450165,-0.00761202, -0.0528825, -0.0504498,   0.022795, -0.0251584, -0.0680291, -0.0275042, -0.0138222,  0.0438498, -0.0863069,  0.0327441,  0.0352737, -0.0488621,-0.00885149, 0.00177349, -0.0101995, -0.0416473, -0.0893272, -0.0413867,  0.0447972, -0.0516301,  0.0379768,  0.0492795,-0.00379676, -0.0162148,-0.00965181,  0.0180726,  0.0389464, 0.00342608,  0.0360459,  0.0888411, 0.00921442, -0.0151914, -0.0281825, -0.0085485, -0.0185676, -0.0107128,  0.0121983, -0.0267508, -0.0340262,  0.0493441, -0.0273752,  0.0465801,   0.109483,  0.0608942, -0.0485379,-0.00543349,  0.0531605, -0.0209881, -0.0258114, -0.0803778,  0.0520234, 0.00488933,  0.0359099, -0.0200673,  0.0430356,-0.00582933,-0.00661126, -0.0788656,  0.0148121,  0.0624736,  -0.040606, -0.0805348,   0.050462,  0.0645456, -0.0319175,  0.0113062, -0.0258115, -0.0438189, -0.0357699,   0.003205, 0.00461388,4.73429e-05,  0.0260988,-0.00962946,  0.0381388,  0.0291636,  0.0103184,0.000411672,  0.0744623,  0.0015506,  0.0265389,-0.00185721,   0.055652,  0.0193572, -0.0759708
RF02924#LBBT01000108.1/25002-25086#subopt14,   0.0478717,  -0.0169595,  -0.0199071,  -0.0176017,  -0.0452583,   -0.024914,  -0.0545605,    0.112017,    0.031662,   0.0737284,  -0.0651991,  0.00992909,  0.00797903,  -0.0683416,  0.00157117,   0.0468018,   0.0825551,   0.0114444,   0.0238527, -0.00898662,     0.00474,  -0.0859293,  -0.0784094,  -0.0546436,   0.0854651,  -0.0678558,   0.0224123,  -0.0339645,  -0.0160513,   0.0414312,  -0.0241025,   0.0510594,   0.0776751,  -0.0439218,  -0.0386526,   0.0163032,   0.0294997,  -0.0274071,    0.099098,  0.00856282,   0.0161305,  0.00831258,   0.0335412,     0.09673,  -0.0127212,   0.0364302,   0.0408951,   0.0141722,   -0.028928,  0.00821745,  -0.0196819,   0.0759055,  -0.0695466,  -0.0273004,   0.0702255,   0.0333693,    0.101577,  -0.0258642,   0.0150002,   0.0438163,   0.0594571,  0.00298284,   0.0610986,  -0.0301904,   0.0582219,  -0.0306913, -0.00220423,  -0.0233998,  -0.0449396,   0.0647131,  -0.0360527,  -0.0218202,    0.067441,-9.80446e-05,  -0.0341591,   0.0243973,   0.0748185,  -0.0554767,   0.0174551,   0.0448295,  -0.0722687,   0.0185036,  -0.0248447,  -0.0901917,  -0.0401387,   0.0143031,  -0.0265638,   0.0205296,   0.0861828,  -0.0439594,   0.0227116,   0.0703048,  -0.0277361, -0.00520729, -0.00054037,   0.0419024,  0.00331334,   0.0790008,  -0.0595568,  -0.0382528,  -0.0519669, -0.00310142,  -0.0712541, -0.00714198,   0.0477092,    0.014636, -0.00841979, -0.00817977,   0.0039583, -0.00529824,   0.0158723,  -0.0210707,   0.0112283,   0.0152978, -0.00671654,  0.00614194,   0.0103187,  0.00320297
RF02924#LBBT01000108.1/25002-25086#subopt15,  0.0392545, -0.0405934,   0.022112,-0.00833269, -0.0261676, -0.0474562,  0.0223373,  0.0658206,  -0.115592, 0.00838707,  0.0515518,    0.11553,   0.026421,  0.0350799,  0.0261345,  0.0280447, -0.0489496, 0.00706439, -0.0574914,-0.00759196, -0.0289973,0.000374662, -0.0862502,  0.0306303,   0.021696,-0.00758657,-0.00175594, 0.00632704,-0.00431232, 0.00247142,  0.0148368, -0.0383225, -0.0254031,  0.0318238, -0.0236158, -0.0443065,  0.0347748, 0.00697759, -0.0170129,  0.0213627, -0.0162397,   0.044442,   0.026248, -0.0107543,  -0.012087, -0.0198843, -0.0447106,  0.0495067,  0.0667231, -0.0159034,  -0.019323,-0.00877225, 0.00588799, 0.00654703, -0.0233335,  0.0234806,-0.00725339,  0.0486129,  -0.041064, 0.00130598, -0.0183523, -0.0124647, -0.0374389,  0.0484982, -0.0211254, -0.0171003,  0.0124131,  0.0429676, -0.0121272, -0.0247694, 0.00516674, -0.0417369,  0.0219755,   0.008633,  0.0384736,-0.00785281, -0.0118638, -0.0363074, -0.0244559, -0.0205315,  0.0275611,  0.0269444,  0.0129368,    0.05386,  0.0190424, 0.00380615,    0.02387,-0.00906551,  0.0181455,  0.0265308, -0.0377306, 0.00572151,  0.0419724, -0.0124393,  0.0342707, -0.0259293,  0.0154368, -0.0344609,  0.0152587,  0.0217719,  0.0118871, -0.0170073, -0.0230193,-0.00555021, -0.0124257,  0.0153712,  0.0245437,   0.011363, 0.00357894,0.000529347, 0.00957153,  0.0118244, -0.0735427,  0.0041039,  0.0115917,-0.00855034, -0.0123855,-0.00373482
RF02924#LBBT01000108.1/25002-25086#subopt16,   0.0451444,   -0.032858,   0.0162715,  0.00573651,  0.00287954,  -0.0480721,   0.0359884,   0.0698867,  -0.0856882,-0.000889078,   0.0370915,    0.112089,   0.0306244,   0.0203901,   0.0552107,    0.020524,  -0.0414086,  -0.0069381,  -0.0272029,  0.00648628,  -0.0533133,  -0.0101546,  -0.0196471,   0.0391661,  0.00420475,  -0.0514683,   -0.021658,   0.0439616,   0.0632089,   0.0254517,   0.0453706,  -0.0716887,  -0.0896261,   0.0634508,    -0.01198, -0.00262657,   0.0260483,  0.00944987,   -0.025182,   0.0223936,   0.0641767,   0.0526453,  -0.0091557,   0.0323508,  0.00311888,  -0.0179866,  0.00463686,   0.0593569,   0.0636767,   0.0112271,  -0.0143514,   0.0113498,   0.0275665,  0.00698761,  -0.0317761,   0.0604522,   0.0204369, -0.00832166,  -0.0142445, -0.00379706,  -0.0699343,  -0.0445274,   0.0542754,   0.0137849,  -0.0613965, -0.00763591,   0.0302407,  -0.0533987,  0.00564127,   0.0654099,  -0.0293294, -0.00687323,  -0.0277265,  -0.0596738, -0.00943741,  -0.0173125,   0.0492185,  -0.0113893,  0.00767065,  -0.0136033,   0.0231501,   -0.012779,   0.0380123,  0.00627862,   0.0183801,-0.000779853,   0.0227743,   0.0303068,   0.0516296,   0.0911199,   0.0485381,   -0.113739,   0.0843061,  -0.0310666,    0.067062,   0.0994023,  -0.0517617,    0.102905,   0.0736236,  -0.0441413,   0.0225207,  -0.0804113,   0.0124145,   0.0658791,  0.00276466,  -0.0216175,  -0.0191271, -0.00914444,   0.0179893,  -0.0109057, -0.00124686,   0.0369256, -0.00130967,  0.00776102, -0.00295792,    0.010584,   0.0107212,   0.0353251
RF02924#LBBT01000108.1/25002-25086#subopt17,   0.0448181,   -0.031967,   0.0187819, -0.00968742,  -0.0589161,  -0.0269167,   0.0344769,    0.124437,  -0.0458628,   0.0397817,  -0.0403507,   0.0676737, -0.00998987,    0.005457,   0.0486133,  0.00246743,  -0.0444071,  -0.0224959,  -0.0613662,   0.0142827,   -0.048584,  -0.0535618, -0.00679651,   0.0520962,    0.084171,   0.0384276,  -0.0289933,  -0.0315861,   0.0247793,  0.00185042,  -0.0126378,  -0.0103726,   -0.049234,   0.0382343,  -0.0231878,   0.0172946,   0.0241061,  -0.0450018,  -0.0650476,   -0.011032,   0.0168894,  -0.0555136,   0.0631271,  -0.0157043,   -0.067825,   0.0315526, -0.00748455,  -0.0192129,     0.01506,  -0.0261312,   0.0184655,   0.0040878,  -0.0154253,  -0.0226134, 0.000760135,  -0.0192343,  -0.0880156,   0.0381378,  -0.0347674,   0.0202323,  -0.0661396,   0.0110803,  -0.0231182,   -0.012231,  -0.0171228,  -0.0278068,   0.0279815,   0.0205742,   0.0104925,    0.026306,   0.0193657,  -0.0205734,  -0.0143789,   0.0155869,   0.0400824,   0.0212487,  -0.0607124,   0.0144578,   0.0389341, -0.00488327,   0.0602167,   0.0209736,  -0.0444449,   0.0430464,    0.035915,   0.0436813,   0.0530487,-0.000270425,  -0.0148477,   0.0163565,   -0.021813,  -0.0333159, -0.00869766,  -0.0243315,   0.0151026,  -0.0349397,   0.0159653,  -0.0407597,  -0.0227177,   0.0353532,-0.000398967,  0.00926403,   0.0407263,   0.0139068,  -0.0219939,  0.00521855,  -0.0208485,   0.0136881,  0.00423474,  -0.0158712,   0.0053658,  -0.0117624, -0.00491539,  -0.0181968,  -0.0234111,-0.000930301, -0.00634192,  0.00651779
RF02924#LBBT01000108.1/25002-25086#subopt18,  0.0452653,  -0.028168, 0.00919259, -0.0097182, -0.0505716, -0.0390846, -0.0249591,  0.0883199, -0.0150597,  0.0620543, -0.0284715,  0.0635625,-0.00264106,  -0.028063,  0.0396985,  0.0379831, 0.00610641, -0.0179171, -0.0391825, 0.00662794, 0.00840765, -0.0849586, -0.0256077,-0.00130344,   0.133887, -0.0442541, -0.0347872, -0.0289742,-0.00490381,  0.0257266,-0.00759494,-0.00457467,  0.0376641,  0.0481022, -0.0232984, 0.00880092,  0.0792396, -0.0125901,  0.0376765,-0.00271933, -0.0193272,   0.025857,  0.0777461,  0.0268182, -0.0111989,  0.0624279,  0.0122355, 0.00588728,   0.043556,  0.0583207, 0.00990769,  0.0226955,  -0.033508, -0.0795117,  0.0150824,  0.0196335,  0.0162642,  0.0156122,-0.00802931,  0.0257132,  0.0130198,   0.021223, -0.0403836, -0.0437319, 0.00574566, -0.0337031,  0.0276477,  0.0697339, -0.0392808,  0.0178317,  0.0258075, -0.0478803, 0.00733699,-0.00191956,  0.0446899,  0.0127344, -0.0724389, -0.0309536,  0.0583736,  0.0235303,  0.0255198,  0.0146809,-0.00353517,   0.048452,-0.00209749,   0.007082,  0.0264109,   0.019458, -0.0262823,  0.0394015, -0.0669712, -0.0137141,   0.056655,-0.00191831,  0.0633819, -0.0170018,  0.0134281, -0.0694758, -0.0407932,  0.0280025,  0.0431072,-0.00730791, 0.00866953, 0.00909505, -0.0242914,  0.0399512, -0.0137215,  0.0355687, -0.0138154,-0.00207368, 0.00920026, 0.00151912,  0.0547662,-0.00309462,  -0.015622, -0.0147681, -0.0177099, -0.0347443
RF02924#LBBT01000108.1/25002-25086#subopt19,   0.0446735,  -0.0401496,  0.00976615,  0.00158387,-1.28181e-05,    -0.03717,   0.0378131,   0.0714124,  -0.0821518,  -0.0111085,   0.0515104,    0.133873,   0.0516521,   0.0167119,   0.0437752,  0.00517125,   -0.028535,   0.0160704,  -0.0191639,   0.0129507,  -0.0194915,  -0.0192401,  -0.0260867,   0.0587001,  -0.0260519,   0.0118313,  -0.0410486,   0.0584922,   0.0299385,  0.00731285,   0.0133221,  -0.0888303,   0.0156887,   0.0034361,  0.00681076, -0.00903511,   0.0682362, -0.00309318,  -0.0333155,   -0.011675,   0.0653767,   0.0414621,   0.0305146,   0.0078591,  -0.0155976,  -0.0480371,  -0.0158394,   0.0779651,   0.0870662,  -0.0205426,  -0.0279276, 0.000372885,   0.0231977,   0.0300294, -0.00773589,   0.0429359, -0.00269851,  -0.0387819,   0.0296401,  -0.0355741,  -0.0573465,  -0.0166033,    0.013205,   0.0308858,  -0.0495772,  -0.0501325, -0.00306476, -0.00294892,  0.00875627,   0.0120191, -0.00703904,  -0.0243246,  0.00630839,  -0.0426991,  -0.0610163,   0.0556143,   0.0696556,  -0.0178708,  0.00520968,  0.00202155,   0.0117957,  -0.0188531,   0.0192763,   0.0156716,  -0.0303192,  -0.0271514, -0.00217345,   0.0207764,  -0.0104166, -0.00434881,    0.113494,   0.0262561,   0.0415664,  -0.0676387,  -0.0128145,   0.0696923,   0.0229466,   0.0887708,   0.0635788,  -0.0415726,  -0.0056267,   0.0701543,  -0.0124367,  -0.0026311,   0.0411065,   -0.107192,  0.00814845, -0.00614377, 0.000103175,  -0.0128022,  0.00873092,   0.0128702,   0.0344308, -0.00277862,  -0.0115053, 0.000212253, 0.000895601,  0.00989619
RF02924#LBBT01000108.1/25002-25086#subopt20,   0.0494835,  -0.0325202,   0.0043409, -0.00087854,  -0.0340972,  -0.0169727,   0.0455676,    0.127444,  -0.0207682,   0.0182973,  -0.0270872,   0.0952173,   0.0212454, -0.00790351,   0.0586093,  -0.0232894,  -0.0235132, -0.00414803,  -0.0205797,   0.0281488,  -0.0297376,  -0.0646929,   0.0374083,    0.076691,   0.0244513,   0.0605332,  -0.0632045,   0.0225988,    0.054528,  0.00349069,   -0.012423,   -0.064125,  0.00153379, -0.00846798,  0.00839489,   0.0477388,    0.058098,  -0.0490706,  -0.0885508,  -0.0301699,    0.104082,  -0.0503256,   0.0714388,-0.000409363,   -0.059388, 0.000553056,  0.00629417,   0.0207389,   0.0378892,  -0.0482297,  0.00809623,   0.0118438, -0.00350453, -0.00775665,  -0.0118614,   0.0022117,  -0.0755382,  -0.0218477,   0.0135795, -0.00139911,  -0.0777109,   -0.004642,    0.012105,  0.00759443,  -0.0159898,  -0.0419069,   0.0117983,  -0.0281517,   0.0797556,   0.0532932,   0.0103172,  -0.0198745,  -0.0334832, -0.00459463,   -0.049842,   0.0304032,  -0.0313125, -0.00217521,   0.0241297,  -0.0239073,   0.0197939,   0.0327507,  -0.0372841, 0.000830638,   0.0475624,    0.044847,   0.0636167,   0.0266671,  -0.0448411,  -0.0268451,  -0.0179218,  -0.0322095,   -0.101911,   0.0342609,  -0.0253218,  -0.0692839,    0.011869,   0.0135889,  0.00139579,   0.0487884, -0.00455981,    0.018877,   0.0141399, -0.00820813,  -0.0145177,  -0.0418522,  -0.0200506,  0.00102707, 0.000837556,   -0.017582,  0.00665311,  0.00384438,   0.0148858, -0.00563183,  -0.0160662,   0.0050672, -0.00122351,   0.0178324
RF02924#LBBT01000108.1/25002-25086#subopt21,   0.0500605,  -0.0278375,  -0.0075597, -0.00205054,  -0.0237055,  -0.0292101,  -0.0113736,   0.0918496,   0.0136464,   0.0372448,  -0.0136473,   0.0865123,   0.0298991,  -0.0456134,   0.0483621,  0.00792604,   0.0283095,-0.000898355,   0.0132181,    0.024722,   0.0260637,  -0.0951283,   0.0277304,   0.0237937,   0.0742672,  -0.0227765,  -0.0656389,   0.0289199,   0.0310038,   0.0324711,  -0.0053365,  -0.0700212,   0.0935314,-8.04637e-05,   0.0126895,    0.047105,    0.116811,  -0.0122489,   0.0215001,  -0.0243365,   0.0781974,    0.029309,   0.0788843,   0.0515879,  0.00838976,   0.0417381,   0.0322605,   0.0496414,   0.0523977,   0.0469237,  -0.0070879,   0.0525274,  -0.0237285,  -0.0691605,   0.0035763,   0.0475057,   0.0653986,  -0.0548314,   0.0351539,  -0.0118024,   0.0182682, -0.00942604,  -0.0355524,  -0.0600213,   0.0460929,  -0.0462047,   0.0423728,  -0.0331566,   0.0179423,   0.0939322,  -0.0154142,  -0.0692362,  -0.0145716,  -0.0200172,  -0.0470463,   0.0156543, -0.00432805,  -0.0402706,   0.0268732, -0.00246485, 0.000343381,   0.0270561,   0.0379454,  -0.0182705,  -0.0423262,  -0.0129575,  -0.0145653,   0.0260487,  -0.0450525,   -0.018887,   0.0180126,  -0.0110045,   -0.117948,     0.11806,   0.0177158,  -0.0610409,  -0.0129945,  -0.0137496, -0.00102992,   0.0434751,    0.028168,   0.0440434,   0.0148703,  -0.0327539, -0.00819336,  -0.0212302,  0.00263846, -0.00919462,  0.00112822,   -0.016724,   0.0102541,  -0.0409429,   0.0254066,   0.0132071,  -0.0245433, -0.00256883,  -0.0121573,   0.0394629
RF02924#LBBT01000108.1/25002-25086#subopt22,   0.0437568,  -0.0311265,  0.00211908,  -0.0187262,   -0.044261,  -0.0203041,   0.0280938,    0.136521,  -0.0728813,   0.0232427,   0.0144319,   0.0634072,   0.0108834,   0.0350308,  -0.0128983,  0.00782347, -0.00375617,   0.0748736,   -0.027729,   0.0222609,  -0.0302432,   0.0372666,  -0.0588032,  -0.0242221,   -0.070165,  -0.0210155,  0.00102319,   0.0094645,   0.0261646,  0.00682503,   0.0383036,  -0.0327744,   0.0211024,    -0.01751,  0.00524645,  -0.0411911,  -0.0182872,   0.0362307,   0.0159203, -0.00234554,  -0.0321625,   0.0880154,  -0.0480216,    0.067058,   0.0455582,  -0.0422675,  -0.0255217,   0.0211598,-0.000978253,  -0.0392827,  -0.0839956,   0.0144391,   0.0328658,   0.0481957,  -0.0697673,  -0.0252124,  -0.0297838,  -0.0037848,  -0.0277885,  -0.0394071,   0.0318907,    0.049218,  -0.0111849,   0.0562535,  -0.0361607,  -0.0371188, -0.00403395,   -0.083356,     0.11585,   0.0367923,  0.00927586,   0.0316839,   0.0370415,  0.00623278, -0.00660911,   0.0100846,   0.0335048,   0.0316062,  -0.0209732,  -0.0105991,  -0.0313626,   0.0421887,   -0.013826,   0.0182199,   0.0299065,  -0.0210356, -0.00491912,   0.0125889,   0.0222949, -0.00941635,   0.0317069,   0.0265395,   0.0335198,   0.0411145,   0.0514015,  -0.0141269,   0.0122509,   0.0105989, 0.000258858,   0.0600101,   0.0424244,   0.0398482,   0.0275073,  -0.0140225,   0.0219695,  0.00151606,   0.0212508, -0.00372615,  0.00567763,  -0.0190828,  -0.0205394,   0.0121238,  -0.0231319,  -0.0040163,-0.000570626,  -0.0176778,  0.00120609,  0.00352048
RF02924#LBBT01000108.1/25002-25086#subopt23,    0.047811,  -0.0259539,  0.00109273,  -0.0168684,  -0.0650349,  -0.0058239,   0.0427473,    0.175875,  -0.0168343,   0.0423392,  -0.0647717,   0.0180947,  -0.0261012,   0.0121195,   0.0094087,  -0.0193274,  0.00148942,   0.0335948,  -0.0397638,   0.0357699,  -0.0484579,   -0.028869,  0.00889255,  0.00352454, 0.000139544,   0.0185205,  -0.0272696,  -0.0381385,    0.054631,  0.00893007,   0.0171245,  -0.0139702, -0.00373365, -0.00577397, -0.00470392,   0.0119865,  -0.0312107,  -0.0259115,  -0.0278109,  -0.0373745,  0.00662716,  -0.0032247,  0.00383976,   0.0675894, -0.00923413,-0.000878593,   0.0110838,  -0.0546509,  -0.0493954,  -0.0393272,  -0.0611036,   0.0325056,    0.017622,   0.0376353,  -0.0359552,  -0.0711243,   -0.103131,  -0.0125549,  0.00107983,  -0.0136808,   -0.017143,   0.0745231, -0.00761702,  -0.0128124,  -0.0478208,  -0.0534311,  0.00638818,   -0.111925,    0.115599,   0.0601656,   0.0345104,   0.0580036,   0.0132785,   0.0111695,   0.0235552,   0.0553737,   0.0474272,   0.0595356,   0.0430545,  0.00106509,  -0.0126714,   0.0203332,  -0.0797721,  0.00849617,   0.0447836,   0.0091832,   0.0343337,  -0.0165434,   0.0358118,   -0.068623,   0.0457663,   0.0492021,   -0.040833,  -0.0071353,  -0.0138973,    0.024646,   0.0345922,   0.0273809,  -0.0244124,  -0.0456815,  -0.0297487,  -0.0133056,  0.00271422,  -0.0245391,   0.0123407,   0.0269854, 0.000960524,  -0.0319783,-0.000750819,   0.0248647,   -0.021914,  -0.0119497,  -0.0260503,  0.00517114,    -0.02352, -0.00745649,  0.00973223,   0.0102677
RF02924#LBBT01000108.1/25002-25086#subopt24,    0.048388,  -0.0212711,  -0.0108079,  -0.0180404,  -0.0546432,  -0.0180614,  -0.0141939,     0.14028,   0.0175802,   0.0612867,  -0.0513318,  0.00938966,  -0.0174475,  -0.0255904,-0.000838503,   0.0118881,   0.0533122,   0.0368445,  -0.0059661,   0.0323432,  0.00734337,  -0.0593043, -0.00078552,  -0.0493726,   0.0499554,  -0.0647891,   -0.029704,  -0.0318174,   0.0311069,   0.0379105,    0.024211,  -0.0198665,   0.0882639,  0.00261355,-0.000409381,   0.0113528,   0.0275022,   0.0109101,   0.0822398,   -0.031541,  -0.0192573,   0.0764099,   0.0112853,    0.119587,   0.0585435,   0.0403064,   0.0370501,  -0.0257484,  -0.0348869,   0.0558263,  -0.0762876,   0.0731893, -0.00260199,  -0.0237686,  -0.0205174,  -0.0258303,   0.0378057,  -0.0455386,   0.0226542,  -0.0240841,   0.0788362,   0.0697391,  -0.0552744,  -0.0804281,    0.014262,  -0.0577288,   0.0369628,    -0.11693,   0.0537857,    0.100805,  0.00877906,  0.00864194,   0.0321902, -0.00425307,   0.0263509,   0.0406249,   0.0744116,   0.0214402,   0.0457981,   0.0225075,  -0.0321219,   0.0146385, -0.00454265,  -0.0106049,  -0.0451051,  -0.0486214,  -0.0438483,  -0.0171619,   0.0356004,  -0.0606649,   0.0817007,   0.0704071,  -0.0568706,   0.0766638,   0.0291405,   0.0328891,  0.00972874, 4.25036e-05,  -0.0268383,  -0.0509946,   0.0029792,   0.0118609,  0.00344467,  -0.0490848,   0.0186651,   0.0476076,   0.0211717,  -0.0168596,  0.00938243,  0.00809953, -0.00645402, 0.000895647,  -0.0108426,   0.0244962,    -0.01003,  -0.0189092, -0.00584054,  -0.0182827
RF02924#URS0000D6722E_997827/1-84#subopt0,   0.0394254,  -0.0390464,    0.094575,-0.000268865, -0.00495156,   0.0071639,   -0.014907,    0.038813,   -0.041777,  -0.0334745, -0.00377642,  -0.0543923,   -0.039932,   0.0959485, -0.00597121,   0.0202981,  0.00619738,  -0.0440486,   -0.012995,  -0.0628014,   0.0219029,   0.0108534,   0.0319536,  -0.0332925,  -0.0267923,    0.118472,  0.00850563,    0.082383,  -0.0358273,  -0.0159709, -0.00285627,   0.0451408,   0.0214848,  -0.0275293,   0.0588563,  -0.0415628,  -0.0243576,  -0.0142218,   0.0425814,  -0.0244327,  0.00528353,   0.0126403,  0.00727117,   0.0295494,   -0.013335,    0.021648,   0.0551984, -0.00652923, -0.00222007,    0.022446,   0.0226936,   0.0240629,  -0.0161451,  -0.0348876,   0.0200957,  -0.0239479,   0.0083218,   0.0327609,  0.00484561, -0.00886798,  -0.0214933,  -0.0563068,  0.00441571,   0.0626704,   0.0143202,  -0.0654323,   -0.027392,   0.0206939,  -0.0173511,  -0.0181503,  -0.0487529,   0.0206169,   0.0193597,  0.00561595, -0.00121916,  -0.0230905,-0.000615854,  -0.0253573,   0.0115776,   0.0147486,  0.00703968,   0.0250584,  -0.0141091,   0.0109607,   0.0196899,   0.0234753,   0.0248498,  -0.0201866,  -0.0135427,   0.0059354,  -0.0249982,-0.000110795, -0.00159403,  -0.0341419,  -0.0196171,  0.00388264,  0.00135833, -0.00746628,   0.0113872,  -0.0273695,  0.00335459,  0.00518116,  -0.0194859,  0.00961289,  0.00571876,   0.0250979,  0.00388793, -0.00134659, -0.00571006, -0.00847299,  0.00427593, -0.00107741,  0.00507878,  0.00872324,  0.00257342,  -0.0150092, -0.00502161,  -0.0229361
RF02924#URS0000D6722E_997827/1-84#subopt1,  0.0443911, -0.0262319,  0.0813899,-0.00677465, -0.0634461,  0.0392758,  0.0177651,  0.0388029,   0.026246, 0.00830347, -0.0180072, -0.0089423,-0.00893454, -0.0422656,-0.00603545, -0.0027811, -0.0231643,  0.0812556,  0.0231509,  0.0172862, -0.0197638,  0.0289794, -0.0213542,   0.026096, -0.0848829,   0.032709,  0.0540024, -0.0106589, -0.0389861, -0.0187736, -0.0171862, 0.00616608,-0.00797521,   0.015519, 0.00881577, 0.00770983, -0.0670436, -0.0431896, -0.0385192, -0.0889044, -0.0349751,  0.0417073, -0.0279291, -0.0155837,-0.00438901,  0.0149572,  0.0712946, -0.0503642, -0.0179431,  0.0748955,  0.0495246, -0.0292991, -0.0108578, -0.0287604, -0.0139693, 0.00174735,-0.00310379,   0.011485,  0.0176333,  0.0165941,  0.0216431, -0.0366596, 0.00586392,   0.030708, -0.0028555, -0.0461936, -0.0137355,  0.0157717, -0.0197266, -0.0129891, -0.0178101,  0.0122532,-0.00874311, -0.0131331,-0.00817409, -0.0358378,  0.0146925, 0.00780161, 0.00554669, -0.0191149, -0.0170769,  0.0294666, -0.0397767,  0.0336471,  0.0104371,  0.0413406,  0.0204293,-0.00648494, 0.00786238,  0.0178344, -0.0421951, -0.0204107,  0.0345654, -0.0294158, 0.00508942,  0.0176695,  0.0158922, -0.0104387,-0.00955097, 0.00363957,  -0.010342, 0.00326569, 0.00909864, 0.00670088, 0.00621256, 0.00426682,-0.00149654, 0.00903853,-0.00488274,  0.0144142,-0.00398743,  0.0109934, 0.00386537,0.000590464, 0.00640303, 0.00241019,6.81909e-05,0.000279517
