 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18
RF03144#URS0001A23AD8_268739/1-50#subopt2,   4.74092,  -0.65984, -0.268752,  0.937496, -0.134012, 0.0576198,  0.672873,   -1.8575,-0.0867321,   1.43779, -0.441195,  0.508811,  0.374442, -0.339657, -0.340201,  0.453637, -0.351063,  0.361097
RF03144#URS0001A23AD8_268739/1-50#subopt3,  3.65641, -1.55789,-0.610315,-0.988459,-0.463799, 0.507285,  1.29153,-0.432245, 0.521451, 0.774932, -0.11413,  1.03725,-0.281255,-0.684881,-0.144123,-0.230029,-0.241641, 0.568824
RF03144#URS0001A23844_12908/1-47#subopt0,   4.46142, -0.884211,  -1.67022,   -1.0212,   -1.2844,   1.09386, 0.0248454,   -0.4754,   1.03573, -0.120542,  0.329709,   0.65184,  -0.76466,-0.0880821, -0.432807, -0.151264, -0.126848, -0.786543
RF03144#URS0001A23844_12908/1-47#subopt1,  4.56518,-0.804499, -1.44164, -1.05722,-0.756859, 0.960898, 0.554638, 0.227759,  1.11404, 0.519876,-0.014839, 0.320116, -1.11653, -0.51043,  -1.0688,0.0281224,-0.296866,-0.709195
RF03144#URS0001A23844_12908/1-47#subopt2,  4.41386, -1.07192, -2.03128,-0.634445, -1.45723, 0.777398,-0.301896, 0.356133,  0.45716,-0.351498, 0.222587,  0.43012,-0.759123,-0.134548,-0.359888,-0.791534,-0.225147,-0.748897
RF03144#URS0001A23844_12908/1-47#subopt3,  4.51764,-0.992214, -1.80269,-0.670466,-0.929689, 0.644437, 0.227897,  1.05929, 0.535473, 0.288919,-0.121962, 0.098395, -1.11099,-0.556895,-0.995883,-0.612148,-0.395166,-0.671552
RF02929#URS0000D6D1C3_926032/1-50#subopt0,   3.32633,  -1.88846,  -1.43991, -0.453631, -0.309608,  -1.29788,-0.0224696, -0.342922, -0.632653, -0.564026,-0.0316849, -0.388205,  0.507082,   0.62466, -0.164085, -0.365189, -0.283926, -0.282314
RF02929#URS0000D6D1C3_926032/1-50#subopt1,  2.49951, -2.68732,-0.497852,0.0317719,-0.457942,-0.619814,0.0613188,-0.109948,-0.958958,-0.784011, 0.505566,-0.084938,-0.526486,-0.111586,0.0453412,-0.538686,-0.664322,-0.550135
RF02929#URS0000D6D1C3_926032/1-50#subopt2,   3.43079,  -2.16879,  -1.52213, -0.312621, -0.439631,   -1.2628, 0.0606221, -0.294263, -0.733477, -0.679266,  0.410486, -0.379219,   0.58697,  0.264495, -0.100921,-0.0477883, -0.244783, -0.408516
RF02929#URS0000D6D1C3_926032/1-50#subopt3,   2.57733,  -2.49029, -0.216451, -0.333118, -0.342386, -0.278475,  0.356529, -0.649327, -0.661922, -0.728723,  0.499727, -0.114348, -0.548409,-0.0435234,-0.0708742, 0.0273417, -0.684696, -0.349039
RF02929#URS0000D6D1C3_926028/1-50#subopt0,   3.32633,  -1.88846,  -1.43991,  -0.45363, -0.309608,  -1.29788,-0.0224696, -0.342922, -0.632653, -0.564026,-0.0316849, -0.388205,  0.507082,   0.62466, -0.164085, -0.365189, -0.283926, -0.282314
RF02929#URS0000D6D1C3_926028/1-50#subopt1,  2.49951, -2.68731,-0.497852,0.0317719,-0.457942,-0.619814,0.0613189,-0.109948,-0.958958,-0.784011, 0.505566,-0.084938,-0.526486,-0.111586,0.0453412,-0.538686,-0.664322,-0.550135
RF02929#URS0000D6D1C3_926028/1-50#subopt2,   3.43079,  -2.16879,  -1.52213, -0.312621, -0.439631,   -1.2628, 0.0606219, -0.294263, -0.733477, -0.679265,  0.410486, -0.379219,   0.58697,  0.264495, -0.100921,-0.0477883, -0.244783, -0.408516
RF02929#URS0000D6D1C3_926028/1-50#subopt3,   2.57733,  -2.49029, -0.216451, -0.333118, -0.342386, -0.278475,  0.356529, -0.649327, -0.661922, -0.728723,  0.499727, -0.114348, -0.548409,-0.0435232,-0.0708742, 0.0273418, -0.684696, -0.349039
RF02929#URS0000D6D1C3_926027/1-50#subopt0,   3.32633,  -1.88846,  -1.43991,  -0.45363, -0.309608,  -1.29788,-0.0224697, -0.342922, -0.632653, -0.564026,-0.0316849, -0.388205,  0.507082,   0.62466, -0.164085, -0.365189, -0.283926, -0.282314
RF02929#URS0000D6D1C3_926027/1-50#subopt1,   2.49951,  -2.68731, -0.497852, 0.0317719, -0.457942, -0.619814, 0.0613188, -0.109948, -0.958959, -0.784011,  0.505566,-0.0849382, -0.526485, -0.111586, 0.0453411, -0.538686, -0.664322, -0.550135
RF02929#URS0000D6D1C3_926027/1-50#subopt2,   3.43079,  -2.16879,  -1.52213, -0.312621, -0.439631,   -1.2628, 0.0606218, -0.294263, -0.733478, -0.679265,  0.410486, -0.379219,   0.58697,  0.264495, -0.100921,-0.0477883, -0.244783, -0.408516
RF02929#URS0000D6D1C3_926027/1-50#subopt3,   2.57733,  -2.49029, -0.216451, -0.333118, -0.342386, -0.278475,  0.356529, -0.649327, -0.661922, -0.728723,  0.499727, -0.114348, -0.548409,-0.0435233,-0.0708743, 0.0273418, -0.684696, -0.349039
RF02929#URS0000D6D1C3_926026/1-50#subopt0,   3.32633,  -1.88846,  -1.43991,  -0.45363, -0.309608,  -1.29788,-0.0224698, -0.342922, -0.632653, -0.564026,-0.0316849, -0.388205,  0.507082,   0.62466, -0.164085, -0.365189, -0.283926, -0.282314
RF02929#URS0000D6D1C3_926026/1-50#subopt1,  2.49951, -2.68732,-0.497852, 0.031772,-0.457942,-0.619814, 0.061319,-0.109948,-0.958959,-0.784011, 0.505566,-0.084938,-0.526486,-0.111586,0.0453412,-0.538686,-0.664322,-0.550135
RF02929#URS0000D6D1C3_926026/1-50#subopt2,   3.43079,  -2.16879,  -1.52213, -0.312621, -0.439631,   -1.2628, 0.0606213, -0.294263, -0.733477, -0.679265,  0.410486,  -0.37922,   0.58697,  0.264496, -0.100921,-0.0477882, -0.244783, -0.408516
RF02929#URS0000D6D1C3_926026/1-50#subopt3,   2.57733,  -2.49029, -0.216451, -0.333117, -0.342386, -0.278475,   0.35653, -0.649326, -0.661922, -0.728723,  0.499727, -0.114348, -0.548409,-0.0435233,-0.0708742, 0.0273419, -0.684696, -0.349039
RF02929#URS0000D6D1C3_913088/1-50#subopt0,   3.32633,  -1.88846,  -1.43991, -0.453631, -0.309608,  -1.29788,-0.0224697, -0.342922, -0.632653, -0.564026, -0.031685, -0.388205,  0.507082,   0.62466, -0.164085, -0.365189, -0.283926, -0.282314
RF02929#URS0000D6D1C3_913088/1-50#subopt1,   2.49951,  -2.68732, -0.497852,  0.031772, -0.457942, -0.619814, 0.0613189, -0.109948, -0.958958, -0.784011,  0.505566,-0.0849379, -0.526486, -0.111586, 0.0453412, -0.538686, -0.664322, -0.550135
RF02929#URS0000D6D1C3_913088/1-50#subopt2,   3.43079,  -2.16879,  -1.52213, -0.312621, -0.439631,   -1.2628, 0.0606219, -0.294263, -0.733477, -0.679265,  0.410486, -0.379219,   0.58697,  0.264495, -0.100921,-0.0477883, -0.244783, -0.408516
RF02929#URS0000D6D1C3_913088/1-50#subopt3,   2.57733,  -2.49029, -0.216451, -0.333118, -0.342386, -0.278475,   0.35653, -0.649327, -0.661922, -0.728723,  0.499727, -0.114348, -0.548409,-0.0435233,-0.0708742, 0.0273418, -0.684696, -0.349039
RF03072#MRAE01000003.1/20582-20790#subopt0,  8.93561,  2.62501, -1.23053, -1.81079,-0.442823,  1.10228,-0.586658,-0.356465,  0.26586,-0.365891,-0.812039,  1.26776,-0.587075,-0.457107,-0.459027, 0.157367,  2.22775,-0.339375
RF03072#MRAE01000003.1/20582-20790#subopt1,   9.28549,   3.74161,  -2.19422, -0.169031,  0.501805,  0.173868, -0.684793, -0.598029,  0.191822,  0.104029, -0.649776,  0.538662, -0.591563,-0.0269384, -0.641717,  0.282029,   1.43875, -0.382745
RF03072#MRAE01000003.1/20582-20790#subopt2,   8.35277,   2.66953,  -2.19687,  -3.03973, -0.137004,  0.839272, -0.266783, 0.0737098,   0.32519,0.00789197, -0.513202,   1.29375,  -1.06254, -0.468745, -0.543286,-0.0509966,   1.96796, -0.300344
RF03072#MRAE01000003.1/20582-20790#subopt3,   8.58333,   2.88929,  -2.45346,  -3.04392,-0.0525004,  0.434967, -0.311434, -0.205068,  0.109779,  0.266926, -0.602188,   1.18248, -0.673563, -0.297128,  -0.88131, 0.0741424,   1.90528, -0.527655
RF03072#HF952018.1/169277-169485#subopt0,    9.24937,    1.62449, -0.0565889,   0.984066,  -0.392245,  -0.910292,   -2.55774,  -0.716532,  -0.665632,-0.00609893,  -0.388559,   -1.16123,   0.481735, -0.0602785,  -0.717856,  -0.600949,    1.07287,    1.54718
RF03072#HF952018.1/169277-169485#subopt1,   8.92278,   1.42061, -0.274949,  0.401898, -0.107215,  -1.20188,    -2.678, -0.915642, -0.750384,-0.0856483, -0.370238,  -1.23972,  0.394045,-0.0896643, -0.430273, -0.501482,   0.81877,   1.39875
RF03072#HF952018.1/169277-169485#subopt2,  9.17333,  1.65959,-0.703357, 0.452004,0.0685166, -1.54952,  -2.7131,-0.894722,-0.577778,-0.197795,-0.268808, -1.10772, 0.753903,-0.343614,-0.546449,-0.293348, 0.810316,  1.47146
RF03072#HF952018.1/169277-169485#subopt3,  9.20955,  1.76293,0.0486134, 0.914149,-0.766869,-0.890702, -2.23413, -1.17559,-0.282178, 0.762153,-0.396237, -1.13861, 0.554643, 0.175753,-0.504033,-0.876448,  1.23648,  1.87232
RF03072#URS0000D69D6C_12908/1-203#subopt0,      9.365,    2.97318,   -1.78401,   0.354749,   0.669931,   0.474884, -0.0945116,   0.442855,-0.00594913,  -0.995629,  -0.215934,  -0.468576,   -1.69894,  -0.815526,   0.623514,  -0.134526,    1.26241,-0.00922077
RF03072#URS0000D69D6C_12908/1-203#subopt1,   9.35515,   2.92805,  -1.78695,  0.348883,  0.691009,  0.566615,-0.0467286,  0.425379, 0.0769579,  -1.12232, -0.206438, -0.557916,  -1.64954, -0.908165,  0.596914, -0.181114,   1.28343, -0.116856
RF03072#URS0000D69D6C_12908/1-203#subopt2,   8.77405,   2.60143,  -1.36889,  -1.78478,   1.00452,   1.16984,  -1.21631,-0.0718923,  0.374415, -0.270132,  0.286995, -0.255165,  -1.76891,  -0.42302, 0.0772687,  0.725245,   1.14068, -0.627696
RF03072#URS0000D69D6C_12908/1-203#subopt3,  8.78458,  2.65727, -1.08647, -1.81716, 0.952537, 0.776829,-0.613117, -0.24206, 0.465971,0.0314855, 0.166111,-0.232152, -1.81234,-0.143947,-0.152072, 0.227473,  1.02564,-0.298516
RF03072#URS0000D672C5_573061/1-205#subopt0,    8.82283,     2.1634,   -1.82993,   0.159146,   0.358555,   -1.49579,   -3.27893,  0.0100308,   -1.34104,  -0.547842,0.000524545,  -0.482779,  -0.888138,   0.415809,   0.273454,  -0.404321,    0.91271,  0.0104148
RF03072#URS0000D672C5_573061/1-205#subopt1,   9.06781,   2.39681,   -2.2437,  0.222367,  0.535606,  -1.88017,   -3.3139,0.00105696,  -1.18737, -0.628851, 0.0962765, -0.365284,  -0.48018,  0.165846,  0.131928, -0.184525,  0.892316, 0.0534569
RF03072#URS0000D672C5_573061/1-205#subopt2,   8.69187,   2.35801,  -2.45147,  0.316371,  0.625607,  -1.41503,  -3.08814,-0.0473064,  -1.34477,  -0.74295, -0.288119, -0.573718,  -1.24091,  0.286797,  0.382622, -0.274159,   1.06407, -0.346828
RF03072#URS0000D672C5_573061/1-205#subopt3,   8.87876,   2.58841,  -3.00064,  0.516643,   0.83227,  -1.81571,  -3.04016, -0.086348,  -1.12556, -0.878866, -0.159849, -0.395088, -0.821572,0.00154603,  0.210468,-0.0901126,   1.02091, -0.290304
RF03072#CP002160.1/3731512-3731308#subopt0,    8.82283,     2.1634,   -1.82993,   0.159146,   0.358555,   -1.49579,   -3.27894,  0.0100309,   -1.34104,  -0.547842,0.000524557,  -0.482778,  -0.888139,   0.415809,   0.273454,  -0.404321,   0.912709,  0.0104144
RF03072#CP002160.1/3731512-3731308#subopt1,   9.06781,   2.39681,   -2.2437,  0.222367,  0.535606,  -1.88017,   -3.3139,0.00105696,  -1.18737, -0.628851, 0.0962765, -0.365284,  -0.48018,  0.165846,  0.131928, -0.184525,  0.892316, 0.0534569
RF03072#CP002160.1/3731512-3731308#subopt2,   8.69187,   2.35801,  -2.45147,  0.316371,  0.625607,  -1.41503,  -3.08814,-0.0473063,  -1.34477,  -0.74295, -0.288119, -0.573717,  -1.24091,  0.286797,  0.382622, -0.274159,   1.06407, -0.346828
RF03072#CP002160.1/3731512-3731308#subopt3,   8.87876,   2.58841,  -3.00064,  0.516643,   0.83227,  -1.81571,  -3.04016, -0.086348,  -1.12556, -0.878865, -0.159849, -0.395088, -0.821572,0.00154594,  0.210468, -0.090113,   1.02091, -0.290304
RF02987#URS0000D6C3CB_12908/1-87#subopt0,   5.29802, -0.124581,  -1.97238,  0.177542, -0.278897,  -1.15769,  0.488918,-0.0518428,  0.099528,  0.936857,  -2.25483,  0.323293,   0.28929,  0.658312, -0.779945, -0.704761, -0.693294,  0.717835
RF02987#URS0000D6C3CB_12908/1-87#subopt1,     5.2865, -0.0203613,   -1.76448,-0.00492217,  -0.483092,   -1.15917,   0.459257,   -0.59236,   0.738936,    1.99193,   -1.85461,   0.194477,   0.322498,   0.230124,  -0.338312,  -0.766744,  -0.709172,    1.05617
RF02987#URS0000D6C3CB_12908/1-87#subopt2,     5.2869,-0.00180425,   -1.96541,   0.152989,   -1.21155,  -0.489686,  -0.154519,  -0.644004,   0.597641,    1.81651,   -1.54022,   0.641786,   0.685092,   0.309602,  -0.138291,  -0.559394,  -0.483832,    0.92793
RF02987#URS0000D6BE2C_12908/1-87#subopt0,   5.29802, -0.124581,  -1.97238,  0.177542, -0.278897,  -1.15769,  0.488918,-0.0518428,  0.099528,  0.936857,  -2.25483,  0.323293,   0.28929,  0.658312, -0.779945, -0.704761, -0.693294,  0.717835
RF02987#URS0000D6BE2C_12908/1-87#subopt1,     5.2865, -0.0203613,   -1.76448,-0.00492217,  -0.483092,   -1.15917,   0.459257,   -0.59236,   0.738936,    1.99193,   -1.85461,   0.194477,   0.322498,   0.230124,  -0.338312,  -0.766744,  -0.709172,    1.05617
RF02987#URS0000D6BE2C_12908/1-87#subopt2,   5.29843, -0.106023,  -2.17329,  0.335456,  -1.00736, -0.488204,  -0.12486, -0.103486,-0.0417659,  0.761444,  -1.94044,  0.770599,  0.651883,  0.737791, -0.579928, -0.497417, -0.467956,  0.589595
RF02987#URS0000D6BE2C_12908/1-87#subopt3,     5.2869,-0.00180425,   -1.96541,   0.152989,   -1.21155,  -0.489686,  -0.154519,  -0.644004,   0.597641,    1.81651,   -1.54022,   0.641786,   0.685092,   0.309602,  -0.138291,  -0.559394,  -0.483832,    0.92793
RF02987#URS0000D68C86_12908/1-89#subopt0,  5.56025, 0.536079, -2.11639,-0.137272,-0.188271, -1.23063, 0.364761,-0.623999, 0.565351,  1.77119, -2.16946, 0.209111, 0.588466,  0.68615,-0.555438,-0.606799,-0.596346, 0.456581
RF02987#URS0000D68C86_12908/1-89#subopt1,     5.49082,   -0.284318,    -1.87851,-0.000574098,   -0.157297,   -0.468298,     1.29543,   0.0958415,    0.637233,     1.28824,    -1.82944,    0.430064,   -0.248157,   0.0284029,    0.269162,   -0.789572,  -0.0374922,     1.04318
RF02987#URS0000D68C86_12908/1-89#subopt2,   5.88657,-0.0790568,  -2.54691, 0.0602959, -0.133496, -0.809956,  0.882552, 0.0230385, -0.252136,  0.847876,  -1.82252,  0.380661, -0.417177,  0.147759, -0.740018, -0.796487,   -0.1129,   1.05512
RF02987#URS0000D68C86_12908/1-89#subopt3,   5.90124, 0.0796007,  -2.31897,-0.0659779, -0.147259, -0.816515,   1.33233, -0.176732,   0.42378,    1.5546,  -1.94784,  0.324315, 0.0689772,  0.270153, -0.114973, -0.681241,-0.0730259,  0.813879
RF02987#URS0000D68F88_12908/1-87#subopt0,  5.77224, 0.916924, -1.72967, -1.52751, 0.231839,-0.797704,-0.643742, 0.193779,0.0419869, 0.496694, -1.01782, 0.735229, 0.139065,-0.372926,-0.322325,  -1.0902, 0.539725, 0.479218
RF02987#URS0000D68F88_12908/1-87#subopt1,   5.70832,  0.820856,  -1.54583,   -1.6293,  0.768744,   -1.3322,-0.0684888,  0.169831,  0.188215,  0.538996,   -1.3285,  0.399321, -0.104548, -0.420489,  -0.39781,   -1.3047,  0.405381,  0.643832
RF02987#URS0000D68F88_12908/1-87#subopt2,  5.69716, 0.186445, -3.00505, -1.31919, -0.35557, -1.35192, 0.732632, -0.10793, 0.114279,  1.40924, -1.44477,  0.50845, 0.142018, 0.548552,-0.801489,-0.908184,-0.115884, 0.474392
RF02987#URS0000D68F88_12908/1-87#subopt3,  6.31621, 0.280389, -2.03907, 0.105734,-0.162695,-0.364678,  1.39847, -0.85969, 0.227266,  1.56878, -1.78882, 0.520484,-0.583774, 0.229353, -0.23519, -0.14401,-0.265846,  1.21642
RF02987#URS0000D66C33_12908/1-87#subopt0,  5.69716, 0.186445, -3.00505, -1.31919, -0.35557, -1.35192, 0.732632, -0.10793, 0.114279,  1.40924, -1.44477,  0.50845, 0.142018, 0.548552,-0.801489,-0.908184,-0.115884, 0.474392
RF02987#URS0000D66C33_12908/1-87#subopt1,  6.31621, 0.280389, -2.03907, 0.105734,-0.162695,-0.364678,  1.39847, -0.85969, 0.227266,  1.56878, -1.78882, 0.520484,-0.583774, 0.229353, -0.23519, -0.14401,-0.265846,  1.21642
RF02987#URS0000D66C33_12908/1-87#subopt2,   6.45792,   0.24698,  -2.18003,  0.342893,  -0.36779,-0.0538683,  0.884863, -0.340549, -0.334347,  0.777687,   -1.3986,  0.615433, -0.640824,   0.51752, -0.793256, -0.163475, -0.265724,   1.06447
RF02987#URS0000D66C33_12908/1-87#subopt3,   5.80162,-0.0906166,   -2.9966,  -1.22715, -0.363383, -0.911214,   1.24515,  0.310583,  0.298822,   1.07737,  -1.51801,  0.737058, -0.300285,   0.25207, -0.448802, -0.943996,  0.120371,  0.708902
RF03169#URS0000D69050_12908/1-85#subopt0,   5.4634,-0.806276,-0.815786, 0.692544,-0.135103, 0.529875, 0.563712, 0.435932,0.0311534, 0.243725,  1.02009,-0.174797,-0.676955, 0.171116,-0.791606, 0.328482,-0.476608, 0.643229
RF03169#URS0000D69050_12908/1-85#subopt1,   4.91727,  -1.59874,  0.010682,  0.515968,  0.401994, -0.903758, -0.044822,   1.09632,  0.347801,-0.0770454, -0.926911,-0.0302211,  -0.18738, -0.430998, -0.527916,  0.426988, 0.0105322, -0.425132
RF03169#URS0000D69050_12908/1-85#subopt2,   6.13902, -0.290038,  -1.18505,  0.320246,  0.204292,  -1.57679,   0.62953,  0.964735,  0.537382, -0.154145,  -0.94643,  0.599098,  0.156541, -0.570555, -0.600676,  0.293043,-0.0401445, -0.386939
RF03169#URS0000D69050_12908/1-85#subopt3,   5.33297,  -1.38705, 0.0332736,   1.36166,   0.55285,  -1.14591, 0.0933197,   1.09729,  0.669646, -0.564097,  -1.24669,  0.295463, -0.153545, -0.749315, -0.541452,  0.367818,-0.0592288, -0.313241
RF03169#URS0000D6778A_12908/1-87#subopt0,   6.47455,-0.0720775, -0.749034,   2.03145,  0.100518, -0.324152,  -1.17704, 0.0777027,  0.338531,  0.700611, -0.662429,  0.801107,  0.273661,  0.180052, -0.236509,  0.835041,  0.831437, -0.434519
RF03169#URS0000D6778A_12908/1-87#subopt1,   5.97002, -0.769546,-0.0440413,   2.35829, -0.125501, -0.110401,  -1.11231,  0.416514,  0.811492,  0.432915, -0.625797,   0.93343,  0.171492, -0.280729,  0.162499,  0.893302,  0.398967, -0.380116
RF03169#URS0000D6778A_12908/1-87#subopt2,  5.08139, 0.315611, 0.753094,-0.754019,  1.74842, 0.834234, 0.256333, 0.272077, 0.134177,0.0882422,-0.498462,-0.113677, -0.58214, -1.28071, 0.617824,-0.453378,-0.360024, 0.377267
RF03169#URS0000D6778A_12908/1-87#subopt3,  5.10725, 0.207105, 0.355191,-0.242434,  1.11414,  1.12711, -0.58069, 0.943921,-0.403343,-0.174959,-0.349897, 0.251016, -0.16089, -1.03472, 0.786801, -1.02061,-0.166867,  0.46851
RF03169#MGMJ01000061.1/3123-3039#subopt0,   5.30232,  0.699004,  -1.01037, -0.608099,  0.408689,  0.592803,  0.219068,  -1.79513,   0.77975, -0.600172,  -1.20191, 0.0541534,  0.106762, -0.642529,   1.46446,0.00860872, -0.661237,-0.0103903
RF03169#MGMJ01000061.1/3123-3039#subopt1,  5.95034,  1.33653, -1.28051,-0.646531, 0.604769, 0.691208, 0.754316,-0.561629,  1.08646,  0.10784, -1.76417,0.0674088,-0.445858,-0.990664, 0.940387,-0.454577,-0.402744,-0.158799
RF03169#MGMJ01000061.1/3123-3039#subopt2,  5.89631,  1.14689, -1.24645,-0.826471, 0.172746,  1.02263, 0.757417, -1.38355, 0.848382,-0.358902, -1.71164,0.0817634,-0.100169,-0.790632,  1.27569,-0.253622,-0.313317,-0.471729
RF03169#MGMJ01000061.1/3123-3039#subopt3,   5.72561,   1.08371, -0.995683, 0.0769911,  0.927121,  0.403433,  0.294312,  -1.02494,  0.877448,-0.0583582,  -1.62023,-0.0512945,  -0.29733, -0.935042,   1.23811,-0.0305532,  -0.99718,  0.307136
RF03169#URS0000D66ED9_12908/1-87#subopt0,  5.44459, 0.831144, 0.399896, 0.762961, 0.512219, -0.30497,  -1.1695, -1.00285,  0.20864, 0.998277,-0.347974, -0.27075,  1.13312, 0.105797, 0.274558, -0.89976, -1.29062, 0.998426
RF03169#URS0000D66ED9_12908/1-87#subopt1,   5.43391,  0.707974,  0.600849,  0.622689,  0.472746, -0.809643, -0.512598, -0.982742, -0.186267,   0.70807,  -0.68144, -0.735631,   1.24615,-0.0108187,  0.248266,  -1.19568,  -1.62076,  0.913293
RF03169#URS0000D66ED9_12908/1-87#subopt2,   5.3825, 0.806182, 0.602238, 0.623129, 0.919224,-0.815806,-0.660241, -1.01865, 0.281811, 0.994775,-0.588561,-0.672351, 0.897383,0.0564127,0.0730136,-0.938942, -1.35478, 0.880263
RF03169#URS0000D66ED9_12908/1-87#subopt3,   6.02732,   1.43124, 0.0443081,  0.660579,   0.44552, -0.213598, -0.616139,  -0.78585,  0.226297,   0.76673, -0.562467,-0.0380116,  0.801451, 0.0665275,  0.464942,  -1.08664,  -1.22034,  0.386919
RF03169#URS0000D6C390_12908/1-84#subopt0,  5.19345, 0.377037, 0.444911,-0.792437, 0.959387, 0.679018,-0.288983,-0.769811,-0.824863, -1.05569, 0.136997, 0.783046, 0.401255,-0.718473, 0.180458,  0.23115,-0.705696, 0.923379
RF03169#URS0000D6C390_12908/1-84#subopt1,  5.50484, 0.532478, 0.415979,-0.263774, 0.811092, 0.186036,-0.757193,  -1.3937, -1.18853, -0.48965,-0.123183, 0.686602, 0.533222,-0.428713,-0.134811, 0.717046,-0.827989,  1.01192
RF03169#URS0000D6C390_12908/1-84#subopt2,    5.73284,   0.644783,   0.767734,   0.200541,    1.03825,   0.536338,  -0.148769,   -1.19482,  -0.784081,   -1.02232,0.000778721,   0.404148,   0.835224,  -0.408982,  -0.190766,   0.377197,   -0.75545,   0.694346
RF03169#URS0000D6C390_12908/1-84#subopt3,    5.76699,    0.73287,   0.592489,   0.405792,   0.274699,    1.05709,-0.00445215,   -1.12123,  -0.247632,   -1.11194,  -0.280258,   0.927628,  0.0599823,   0.287102,  -0.219925,  -0.543309,  -0.300078,    0.34482
RF02958#URS0000D6753D_12908/1-114#subopt0,   6.46164, -0.309911,  -0.45151,  -1.02641,  -1.38001,   1.32189, -0.315179,  0.700052,  0.124314,  0.398911,   0.77714, -0.392917, -0.137332, -0.181861, -0.837013,-0.0348982, -0.815561,  0.157381
RF02958#URS0000D6753D_12908/1-114#subopt1,   6.31406, -0.766893,  0.564488, -0.656032,  -1.44092,  0.590242,  -1.14325, -0.284048,   1.04262,-0.0879917,   0.78772,-0.0840518,  0.345718,  0.706613, -0.179276,  0.400259,  0.453971,  0.590289
RF02958#URS0000D6753D_12908/1-114#subopt2,   6.47953,  -0.69347,  0.548686, -0.653984,  -1.14499,  0.265081, -0.908279,  -0.28254,   1.30608, -0.110987,0.00432288, -0.222774, -0.246512,  0.518322, 0.0473012,  0.501786,  0.403228,  0.625532
RF02958#URS0000D6753D_12908/1-114#subopt3,   6.07307, -0.700325, -0.598589,  -2.09878, -0.900873,  0.704971,  0.120831,  0.615493,-0.0865868,  0.544344,  0.800797, -0.218117, -0.488223,   0.21801,  -0.87853,-0.0843324,  0.170445,  0.672316
RF02958#URS0000D66605_1235798/1-114#subopt0,  6.23229, -1.14128, 0.187225,-0.200768,-0.464677,  -0.5704, 0.785847, 0.589867,-0.410615,-0.330031, 0.862877, -0.74718,-0.180973, 0.807356,-0.512441,-0.432262,   0.9342, 0.321462
RF02958#URS0000D66605_1235798/1-114#subopt1,   6.2524, -1.27927, 0.178753, -0.18349,-0.847967,-0.292059, 0.805404, 0.690925,-0.780676,-0.496336, 0.533337,-0.861798,  0.13543, 0.528707,-0.779942,-0.684684,  1.09073,0.0973185
RF02958#URS0000D66605_1235798/1-114#subopt2,  6.09354, -1.10379,  -0.1857, 0.703508,-0.638792,-0.342576, 0.954856, 0.305458, -0.72609,-0.851884, 0.698399,-0.302607,0.0945266, 0.917492,-0.323718,-0.422939, 0.920341, 0.326581
RF02958#URS0000D66605_1235798/1-114#subopt3,   7.11244,-0.0880871,  -1.51365,  0.581861,  0.344621, -0.841265,  0.906878, -0.142629, -0.140758, -0.859409, -0.874389,  -1.80832, -0.159751,-0.0892414, -0.111951,  0.314295,  0.102402,-0.0332774
RF02958#KE159748.1/73297-73184#subopt0,  6.23229, -1.14128, 0.187225,-0.200768,-0.464677,  -0.5704, 0.785847, 0.589867,-0.410615,-0.330031, 0.862877, -0.74718,-0.180973, 0.807356,-0.512441,-0.432262,   0.9342, 0.321462
RF02958#KE159748.1/73297-73184#subopt1,   6.2524, -1.27927, 0.178753, -0.18349,-0.847967,-0.292059, 0.805404, 0.690925,-0.780676,-0.496336, 0.533337,-0.861798,  0.13543, 0.528707,-0.779942,-0.684684,  1.09073,0.0973185
RF02958#KE159748.1/73297-73184#subopt2,  6.09354, -1.10379,  -0.1857, 0.703508,-0.638792,-0.342576, 0.954856, 0.305458, -0.72609,-0.851884, 0.698399,-0.302607,0.0945266, 0.917492,-0.323718,-0.422939, 0.920341, 0.326581
RF02958#KE159748.1/73297-73184#subopt3,   7.11244,-0.0880871,  -1.51365,  0.581861,  0.344621, -0.841265,  0.906878, -0.142629, -0.140758, -0.859409, -0.874389,  -1.80832, -0.159751,-0.0892414, -0.111951,  0.314295,  0.102402,-0.0332774
RF02958#URS0000D6C13D_12908/1-114#subopt0,  6.07948, -1.38164, 0.169168,-0.337429,-0.199198,-0.877789,  1.09692, 0.406093,-0.757897,-0.745172, 0.330528,-0.968516,-0.020694, 0.805359,-0.723111, -0.62399, 0.845379, 0.321511
RF02958#URS0000D6C13D_12908/1-114#subopt1,  6.00682, -1.17695, 0.277132,-0.657966, 0.604873,-0.759645,  1.02287,-0.304447,-0.201408, -1.05298, 0.932166,-0.762773,0.0392006, 0.547775,-0.140336,  0.73874, 0.658206, 0.243081
RF02958#URS0000D6C13D_12908/1-114#subopt2,    6.10937,   -1.34087,   0.329735,  -0.641502,    0.11712,  -0.410839,    1.09145, -0.0679568,  -0.643385,   -1.16908,   0.503046,  -0.935625,   0.357661,   0.196694,  -0.541831,   0.443169,   0.889282,-0.00466046
