 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7
RF01725#CP011568.2/2341891-2341786#subopt2, 6.06456, 2.04992, 2.10986,-1.35567,-1.47785,-1.26653,0.812727
RF00174#MWFK01000002.1/722662-722517#subopt0,  6.86656, 0.129579,   2.2048,  1.56722, 0.733602,0.0357578, -1.13101
RF00174#MWFK01000002.1/722662-722517#subopt1,   6.89472,0.00282413,   2.37812,   1.55329,  0.639918, -0.335142, -0.735456
RF00174#MWFK01000002.1/722662-722517#subopt2, 6.88312,0.348765, 2.00545, 1.28983,0.676168,0.168871,-1.40485
RF00174#CP000613.2/2937153-2937359#subopt0,  8.49925,  -3.7614, -1.31563,0.0735224,0.0551676,-0.931509,  2.04613
RF00174#CP000613.2/2937153-2937359#subopt1,  8.50092, -3.76427, -1.32907,0.0659581,0.0648504,-0.919582,  2.04438
RF00174#CP000613.2/2937153-2937359#subopt2,  8.58259, -3.81854, -1.26725, 0.166435, 0.599018,-0.726565,  1.59471
RF00174#LZZM01000194.1/2900-2761#subopt0,   5.8431,  1.36891,  2.98934,-0.540937, 0.396476,-0.648207,-0.232731
RF00174#LZZM01000194.1/2900-2761#subopt1,   5.9335,  1.31148,   3.2166,-0.532634,  0.15392,-0.921393, 0.221518
RF00174#LZZM01000194.1/2900-2761#subopt2,    5.9295,   1.23765,   3.32339, -0.560418,-0.0148014,  -1.22376,  0.621361
RF03132#URS0001A23582_132474/1-56#subopt0,  4.05323,  2.21775,-0.247003, -1.96283, 0.359476,-0.163965, 0.309719
RF03132#URS0001A23582_132474/1-56#subopt1,  3.41817,  2.17065,-0.109353, -1.19536,  0.32146,-0.213301, 0.477579
RF03132#URS0001A23582_132474/1-56#subopt2,  3.93083,  2.11197,-0.043869, -1.70875, 0.390866, 0.172316, 0.504784
RF03132#URS0001A2399E_1440053/1-56#subopt0,  4.05323,  2.21775,-0.247003, -1.96283, 0.359476,-0.163965, 0.309719
RF03132#URS0001A2399E_1440053/1-56#subopt1,  3.41817,  2.17065,-0.109353, -1.19536,  0.32146,-0.213301, 0.477579
RF03132#URS0001A2399E_1440053/1-56#subopt2,  3.93083,  2.11197,-0.043869, -1.70875, 0.390866, 0.172316, 0.504784
RF03132#URS0001A232D3_1157633/1-56#subopt0,  4.05323,  2.21775,-0.247003, -1.96283, 0.359476,-0.163965, 0.309719
RF03132#URS0001A232D3_1157633/1-56#subopt1,  3.41817,  2.17065,-0.109353, -1.19536,  0.32146,-0.213301, 0.477579
RF03132#URS0001A232D3_1157633/1-56#subopt2,  3.93083,  2.11197,-0.043869, -1.70875, 0.390866, 0.172316, 0.504784
RF02001#GG657590.1/215507-215313#subopt0,  7.92973,-0.176265, -1.04118, 0.258987,-0.132381,-0.142621,-0.653961
RF02001#GG657590.1/215507-215313#subopt1,   7.82426,-0.0241062,  -1.28473,-0.0042655, -0.117879,-0.0362291,  -1.15437
RF02001#GG657590.1/215507-215313#subopt2,  7.74301, -0.47959,-0.849115, 0.315053,-0.105968,-0.138976, -0.71455
RF02001#MJHW01000023.1/2004-1835#subopt0,  6.63677, 0.237825,0.0516982,  1.97671,  0.12935,0.0189032, 0.745868
RF02001#MJHW01000023.1/2004-1835#subopt1,  6.64229,  0.28509,0.0276402,  1.94022, 0.266843, 0.173649,  0.39152
RF02001#MJHW01000023.1/2004-1835#subopt2,  6.72305, 0.183929, 0.273806,  1.87452,0.0485595,-0.261818, 0.822106
RF02001#ALJM01000048.1/525-355#subopt0,  6.87479,-0.507501, -1.44757,-0.889062,  1.02167,-0.803384,  2.11892
RF02001#ALJM01000048.1/525-355#subopt1,  6.44269, -0.23951, -1.60275,-0.355547, 0.825368,-0.616557,  1.74594
RF02001#ALJM01000048.1/525-355#subopt2,  7.03686,-0.694342, -1.89617,-0.529391,  1.15543,-0.598049,  2.03359
RF03054#CP014517.1/865598-865664#subopt0,  4.46361, -1.33566,  -1.2585,-0.355874, 0.869171,-0.410625, 0.571081
RF03054#CP014517.1/865598-865664#subopt1,  4.46361, -1.33566,  -1.2585,-0.355874, 0.869171,-0.410625, 0.571081
RF03054#CP014517.1/865598-865664#subopt2,  4.36547, -1.29108, -1.25256, -0.23388,  1.05487,0.0956315, 0.810016
RF03054#URS0000D6A626_1235457/1-85#subopt0,  3.59812,-0.558067,-0.626077,-0.215313,  1.23591, -1.05111, 0.545524
RF03054#URS0000D6A626_1235457/1-85#subopt1,  3.59812,-0.558067,-0.626077,-0.215313,  1.23591, -1.05111, 0.545524
RF03054#URS0000D6A626_1235457/1-85#subopt2,  3.57419,-0.608207,-0.688731,-0.110959,  1.39265,-0.570592, 0.787507
RF03054#URS0000D6C6CC_543728/1-68#subopt0,  3.41102,  1.58786,  1.15189, 0.732479,-0.487728,-0.660964,-0.757977
RF03054#URS0000D6C6CC_543728/1-68#subopt1,   3.3577,  1.48489,  1.23707, 0.898905,-0.493117,-0.714178,-0.598515
RF03054#URS0000D6C6CC_543728/1-68#subopt2,  3.51934,  1.33812,  1.72942,  1.15556,-0.731424, -1.10333, 0.597739
RF03131#ANFO01000012.1/25823-25848#subopt0,   2.66606,  0.245838, -0.892363,  0.753593,  0.598601,  0.186852,-0.0448971
RF03131#AP008232.1/2686948-2686973#subopt0,   2.66606,  0.245838, -0.892363,  0.753593,  0.598601,  0.186852,-0.0448971
RF03131#BBMZ01000007.1/214689-214664#subopt0,   2.66606,  0.245838, -0.892363,  0.753593,  0.598601,  0.186852,-0.0448971
RF03135#URS0001A24445_12908/1-100#subopt0,   4.90494,-0.0466994,  0.130461,   2.96646,   1.49557,  0.327256,  0.157137
RF03135#URS0001A24445_12908/1-100#subopt1,  4.84096,-0.132262, 0.162617,  2.65496,    0.756, 0.251368, 0.993915
RF03135#URS0001A24445_12908/1-100#subopt2,  4.89526,-0.038409, 0.123643,  2.94313,  1.50467, 0.306209, 0.147555
RF03135#CP007060.1/2200475-2200574#subopt0,  5.85801,-0.918492, 0.127833,  1.41838,  1.67993,  1.24803,-0.178633
RF03135#CP007060.1/2200475-2200574#subopt1,  5.88319,-0.773227, 0.127127,  1.49897,  1.51886,  1.03625,-0.251943
RF03135#CP007060.1/2200475-2200574#subopt2,  5.69402,-0.328807, 0.260455, 0.105057,  2.11477,  1.35236,-0.975229
RF03135#URS0001A23BD7_12908/1-100#subopt0,  5.85801,-0.918492, 0.127833,  1.41838,  1.67993,  1.24803,-0.178633
RF03135#URS0001A23BD7_12908/1-100#subopt1,  5.88319,-0.773227, 0.127127,  1.49897,  1.51886,  1.03625,-0.251943
RF03135#URS0001A23BD7_12908/1-100#subopt2,  5.69402,-0.328807, 0.260455, 0.105057,  2.11477,  1.35236,-0.975229
RF03127#URS0001A243B9_12908/1-75#subopt0,   4.08418,    1.4554,  -1.34205,-0.0688372, 0.0971685,  0.140944,  0.797449
RF03127#URS0001A243B9_12908/1-75#subopt1,  4.71396,  1.09405, -1.87469, 0.289516,0.0841955, 0.855402, 0.236198
RF03127#URS0001A243B9_12908/1-75#subopt2,  3.34464,   1.9313, -1.45413, 0.650945,-0.513225,  0.23115, 0.186584
RF03127#FR892111.1/50988-50914#subopt0,  4.12931,  1.97962,-0.865527, 0.585926, -1.25755,-0.680963,-0.300849
RF03127#FR892111.1/50988-50914#subopt1,  4.08605,   2.0951,-0.880637, 0.494197, -1.09302,-0.685885,-0.412926
RF03127#FR892111.1/50988-50914#subopt2,  4.71582,  1.73374, -1.41329, 0.852549, -1.10599,0.0285728,-0.974178
RF03127#URS0001A23360_12908/1-75#subopt0,  4.12931,  1.97962,-0.865527, 0.585926, -1.25755,-0.680963,-0.300849
RF03127#URS0001A23360_12908/1-75#subopt1,  4.08605,   2.0951,-0.880637, 0.494197, -1.09302,-0.685885,-0.412926
RF03127#URS0001A23360_12908/1-75#subopt2,  4.71582,  1.73374, -1.41329, 0.852549, -1.10599,0.0285728,-0.974178
RF03000#URS0000D6CE60_12908/1-124#subopt0,  5.89694, 0.747847,-0.266528,-0.466324,-0.578359,-0.531627, 0.542638
RF03000#URS0000D6CE60_12908/1-124#subopt1,  5.11721,  1.23049,-0.350572,  1.39913,-0.584056,0.0388239, 0.103298
RF03000#URS0000D6CE60_12908/1-124#subopt2,   6.3529, 0.442611,-0.394023, -1.25754,-0.691043,-0.244657, 0.310776
RF03000#URS0000D6B574_12908/1-124#subopt0,  5.13306,  1.44536,-0.248627,  1.99149, 0.273078, 0.285137, -0.11564
RF03000#URS0000D6B574_12908/1-124#subopt1,  5.85115,  0.94783,-0.332814, 0.887596,  0.56762, 0.481787,-0.330653
RF03000#URS0000D6B574_12908/1-124#subopt2,  5.14557,  1.36282,-0.321972,  1.60749,-0.373198,-0.191075,-0.290134
RF03000#URS0000D699FC_12908/1-122#subopt0,  5.22123,    1.521,-0.381979,  1.38049,-0.403794,-0.192628,-0.473344
RF03000#URS0000D699FC_12908/1-122#subopt1,  5.14857,   1.2414,-0.263962,  1.38857,-0.736568,0.0314172,0.0985284
RF03000#URS0000D699FC_12908/1-122#subopt2,   5.8836, 0.710589,-0.355451, 0.263375,-0.476412, 0.232098,-0.159518
RF02035#CP020778.1/1338870-1339010#subopt0,  6.98712,0.0452716, -1.21745, -1.10411,-0.618576,-0.875597, -1.40412
RF02035#CP020778.1/1338870-1339010#subopt1,  6.94335,0.0485005,  -1.1992, -1.20747,-0.589031, -0.80955, -1.21298
RF02035#CP020778.1/1338870-1339010#subopt2,  6.89847,0.0663989,  -1.3348, -1.27305,-0.499003,-0.791713, -1.30442
RF02035#NHLW01000073.1/8554-8694#subopt0,  7.83577, -1.43661, -1.42418,-0.467849, -1.22531, -1.06072, 0.396759
RF02035#NHLW01000073.1/8554-8694#subopt1,  7.90919,   -1.325, -1.49842,-0.650433, -1.26421, -1.06928, 0.292695
RF02035#NHLW01000073.1/8554-8694#subopt2, 7.77729,-1.66985,-1.89134,0.534836,-1.53365,-1.08401,0.490742
RF02035#LHBX01000012.1/906-766#subopt0,  7.39014,-0.340787, -1.64773,-0.804065,-0.400506,-0.632292, -1.80453
RF02035#LHBX01000012.1/906-766#subopt1,  7.45206,-0.511961, -1.51893,-0.912306,-0.441898,-0.539587, -1.66538
RF02035#LHBX01000012.1/906-766#subopt2,  7.40091,-0.475224,  -1.6566,-0.943088,-0.277813,-0.598868, -1.70306
RF03069#URS0000D67941_12908/1-181#subopt0,  7.99063, 0.785176,-0.948829, -2.21248, -1.34214,  0.54935, -1.29865
RF03069#URS0000D67941_12908/1-181#subopt1,  7.96187,-0.174523, 0.825293, -3.15651,-0.532666, 0.199346, -1.57711
RF03069#URS0000D67941_12908/1-181#subopt2,  7.76511,0.0430635,  1.09035, -2.53173,-0.781418,-0.271557, -1.51809
RF03069#URS0000D6AAEC_12908/1-181#subopt0,   7.89724,  0.838836,-0.0179534,   -3.3584, -0.557415,   1.06517,   -1.0754
RF03069#URS0000D6AAEC_12908/1-181#subopt1,  7.60631,  1.07755, 0.113459, -2.63487,-0.661026,  0.47665,-0.973243
RF03069#URS0000D6AAEC_12908/1-181#subopt2,   8.2129, 0.553874,-0.224893, -2.30924,-0.532924, 0.222052,-0.719603
RF03069#URS0000D6CA86_12908/1-179#subopt0,    8.3567, -0.419707,  0.413903,  -1.94859,0.00287732,   0.37554,  0.525153
RF03069#URS0000D6CA86_12908/1-179#subopt1,    8.0849,  -1.26165,   1.32632,  -1.71483,  0.450208,-0.0857489,  0.100449
RF03069#URS0000D6CA86_12908/1-179#subopt2,  8.18272, -1.53943, 0.915583,-0.992906, 0.244693,-0.278676,-0.429243
RF02969#JYHN01000092.1/137006-137114#subopt0,  4.99362,  2.77958,  1.71987,-0.787084,  -1.1198,-0.921915,0.0538071
RF02969#JYHN01000092.1/137006-137114#subopt1,    4.974,  2.63299,  1.62141,-0.659159, -1.41981, 0.126531, 0.823846
RF02969#JYHN01000092.1/137006-137114#subopt2,  5.00143,  2.57012,  1.82988,-0.895763, -1.52668,-0.670198,  0.55578
RF02969#URS0000D6A288_12908/1-113#subopt0,  6.09588,-0.145851, 0.813698,  -1.0025,-0.132903, -0.64209,-0.571956
RF02969#URS0000D6A288_12908/1-113#subopt1,  6.13385,-0.124243, 0.918184,-0.791345, 0.465001,-0.311429,-0.853313
RF02969#URS0000D6A288_12908/1-113#subopt2, 5.33983,0.617797, 1.17735,-1.36178,0.081763, -1.6928,-1.09782
RF02969#URS0000D6BA7E_997894/1-109#subopt0,   5.21602,   1.57029,-0.0260158,  -1.69367,   -0.1551,  -1.00588, -0.357289
RF02969#URS0000D6BA7E_997894/1-109#subopt1,  5.24641,  1.38171,-0.167603, -1.63408, -0.52369,-0.118916, 0.296999
RF02969#URS0000D6BA7E_997894/1-109#subopt2,  5.22381,  1.36081,0.0839858, -1.80235,-0.561994,-0.754166, 0.144684
RF03012#URS0000D67564_12908/1-53#subopt0,  4.57047, -1.21069, -0.70075,-0.677856,  1.93424,-0.171225, 0.751632
RF03012#URS0000D67564_12908/1-53#subopt1,  5.02387, -1.30492, -0.47032, -1.30927,  1.90871,-0.144231,  0.86997
RF03012#URS0000D67564_12908/1-53#subopt2,   3.26319,-0.0337919, -0.319586,   0.23098,   1.78699, 0.0122509,  -0.11428
RF03012#URS0000D68259_12908/1-53#subopt0,   3.26319,-0.0337919, -0.319586,   0.23098,   1.78699, 0.0122509,  -0.11428
RF03012#URS0000D68259_12908/1-53#subopt1,     3.2192,  -0.182218,  -0.354835,-0.00346095,    1.68775,   0.328852,   0.293521
RF03012#URS0000D68259_12908/1-53#subopt2,  2.86046,  1.25449,  1.31264, 0.916823,-0.056777, 0.103136,-0.363645
RF03012#URS0000D6CA07_12908/1-53#subopt0, 4.10802,0.933183,-2.19327,0.895952,-1.07039,0.600538,-0.94154
RF03012#URS0000D6CA07_12908/1-53#subopt1,   4.0618, 0.786652,  -2.2518, 0.677187, -1.19249, 0.862215,-0.540748
RF03012#URS0000D6CA07_12908/1-53#subopt2,  3.56514,  1.47585, -1.64691, 0.592448,-0.896472,-0.128596,-0.670061
RF03086#MERK01000111.1/15947-15994#subopt0,  2.67862,   2.4393, -0.17326,  0.31177,-0.212082,-0.341669,  1.13814
RF03086#URS0000D6C6FD_12908/1-48#subopt0,  3.65274,  1.40846,-0.805047,  0.94887, -0.26734,-0.813311,  0.63096
RF03086#URS0000D6C6FD_12908/1-48#subopt1,  3.55577,  1.41701,-0.787841,  1.06025,-0.402419,-0.476655,  1.54722
RF03086#URS0000D6C6FD_12908/1-48#subopt2,  2.67862,   2.4393, -0.17326,  0.31177,-0.212082,-0.341669,  1.13814
RF03086#MERH01000121.1/1152-1105#subopt0,  2.67862,   2.4393, -0.17326,  0.31177,-0.212082,-0.341669,  1.13814
RF03086#MERH01000121.1/1152-1105#subopt1,  2.59539,   2.1804,0.0765758, 0.564347,-0.427362,-0.387826,  1.40615
RF03032#URS0000D6BDAD_12908/1-71#subopt0,   3.9042,  2.64396, 0.768289,  0.97468, -0.44658, 0.241912,-0.095948
RF03032#URS0000D6BDAD_12908/1-71#subopt1,  3.90645,  2.60583, 0.801701, 0.939758,-0.463054, 0.217036,-0.104896
RF03032#URS0000D6BDAD_12908/1-71#subopt2,  4.15693,   1.6978,-0.333607,  1.25517,-0.502288,  1.03277,-0.555636
RF03032#URS0000D6BDAD_1125977/1-71#subopt0,   3.9042,  2.64396, 0.768289,  0.97468, -0.44658, 0.241912,-0.095948
RF03032#URS0000D6BDAD_1125977/1-71#subopt1,  3.90645,  2.60583, 0.801701, 0.939758,-0.463054, 0.217036,-0.104896
RF03032#URS0000D6BDAD_1125977/1-71#subopt2,  4.15693,   1.6978,-0.333607,  1.25517,-0.502288,  1.03277,-0.555636
RF03032#URS0000D6B2A9_12908/1-71#subopt0,  4.34248,  1.72091,-0.703825, 0.681081, -1.42475,-0.126316,-0.700202
RF01419#HQ693844.1/60190-60376#subopt0,  8.58755, -1.36755, -1.05529, 0.580249,-0.482156, -1.37211,0.0383204
RF01419#HQ693844.1/60190-60376#subopt1,  9.07822, -1.46351,-0.688346,-0.221373,-0.392477,-0.924404,0.0456719
RF01419#HQ693844.1/60190-60376#subopt2,  9.38742, -1.93599, -0.62219, -1.27331,-0.326976, -1.33106,  0.47597
RF01419#FAOM01272920.1/38332-38161#subopt0,  6.47644, -0.62461,  1.52534,-0.196418,0.0691266,-0.182653, 0.217999
RF01419#FAOM01272920.1/38332-38161#subopt1,  6.65645,-0.705804,   1.6256,-0.622847, 0.597674, 0.128362, 0.092249
RF01419#FAOM01272920.1/38332-38161#subopt2,  6.75531,-0.590047,  1.67108,-0.694877, 0.562911, -0.24717, 0.106249
RF01419#KQ976354.1/3187357-3187534#subopt0,  8.65611,-0.583844,-0.327654,-0.435275, -1.73838, -1.37623,  -1.0624
RF01419#KQ976354.1/3187357-3187534#subopt1,  8.18162,-0.323541,-0.433088, 0.585297, -2.18441, -1.88765,-0.785598
RF01419#KQ976354.1/3187357-3187534#subopt2,  8.53514,-0.728388,-0.951292, 0.712231, -2.26968, -1.48685,-0.903108
RF03087#URS0000D69BFB_12908/1-608#subopt0,  14.1533, -4.11923,  2.39278,-0.234154, -3.04286,  1.08307,  1.36115
RF03087#URS0000D69BFB_12908/1-608#subopt1,    14.1448,   -4.16075,    2.47687,0.000199307,   -2.84638,    1.17149,     1.3147
RF03087#URS0000D69BFB_12908/1-608#subopt2,  14.1801, -4.29021,  2.39435,0.0143656, -3.14245,  1.39248,  1.40311
RF03087#URS0000D6603A_12908/1-599#subopt0,   13.7557,  -3.88408,   3.36162,-0.0895311,  -1.21149,   3.02786, -0.577071
RF03087#URS0000D6603A_12908/1-599#subopt1,  13.7929, -3.88632,  3.30333,-0.207348, -1.35999,  2.80601,-0.650139
RF03087#URS0000D6603A_12908/1-599#subopt2,  13.8344, -4.23168,  3.35515,0.0974036, -1.33773,  2.76855,-0.490126
RF03087#URS0000D6C17C_12908/1-599#subopt0,  14.0609, -4.26293,  2.92903, -1.30431, -1.30375,  3.06085,-0.732761
RF03087#URS0000D6C17C_12908/1-599#subopt1, 14.0404,-4.23701, 2.88424,-1.20155,-1.30107, 3.10736,-0.46888
RF03087#URS0000D6C17C_12908/1-599#subopt2,  14.0723, -4.07968,  2.91129,-0.644745, -1.60377,  3.12803, -0.78053
RF01734#ALXI01000102.1/18602-18543#subopt0,  3.62057,0.0450799,-0.477053, -1.16502,  1.17339,-0.656927, 0.312474
RF01734#ALXI01000102.1/18602-18543#subopt1,  3.12712, 0.859268,  0.28972, -1.80207, 0.891256,-0.606499,-0.300901
RF01734#ALXI01000102.1/18602-18543#subopt2,  3.14837,  0.60008, 0.471632, -1.51585, 0.724033,-0.998987, 0.107512
RF01734#KB944507.1/1472202-1472268#subopt0,  4.50811, 0.736282, -1.70961,  1.01643,-0.239975,-0.457035,-0.361462
RF01734#KB944507.1/1472202-1472268#subopt1,  4.42959, 0.898261, -1.55594, 0.952546,-0.223915, -0.74335,-0.531854
RF01734#KB944507.1/1472202-1472268#subopt2,  4.37903,  1.04691, -1.63635, 0.623632,-0.368658,-0.715323,-0.840848
RF01734#MGOG01000202.1/8032-8093#subopt0,   4.88569,  0.199435,  -1.12546,  0.424178,  0.136965,-0.0614218,  0.885989
RF01734#MGOG01000202.1/8032-8093#subopt1,   5.00866,  0.342598,  -1.63291,-0.0294854,  -0.48655, -0.896374,   1.16999
RF01734#MGOG01000202.1/8032-8093#subopt2,  4.13682,  1.00158,  -1.4657,    1.213,-0.677667,-0.723208,  1.39413
RF03057#JTDN01000001.1/2084804-2084864#subopt0,  4.48061,  1.88676, 0.212537, -2.43373,  1.18782, 0.731666,0.0102423
RF03057#JTDN01000001.1/2084804-2084864#subopt1,   4.39434,   1.88796,-0.0238414,  -2.67155,  0.704556,  0.243027,   0.15656
RF03057#JTDN01000001.1/2084804-2084864#subopt2, 3.93541, 1.82096,0.254586,-1.80803,0.905192, 1.34431,0.190921
RF03057#LMKV01000001.1/47195-47140#subopt0,  4.32163,  1.27664,-0.611918, -0.48677,-0.106245,  1.35514,  1.09764
RF03057#LMKV01000001.1/47195-47140#subopt1,  4.41515,   1.3118,-0.568488,-0.532242, 0.208163,  1.56045, 0.471421
RF03057#LMKV01000001.1/47195-47140#subopt2,  3.55295,  1.60331,-0.758852,    1.048,-0.747249,  1.11936,   1.1445
RF03057#URS0000D67145_438753/1-56#subopt0,  4.03595,   2.0645,-0.049418, -2.21595, 0.214719, 0.784982, 0.301276
RF03057#URS0000D67145_438753/1-56#subopt1,  3.93343,  2.17206,-0.114179, -2.09152, 0.461296,  1.18538, 0.507708
RF03057#URS0000D67145_438753/1-56#subopt2,  3.44992,   2.3651,-0.110934, -1.19075,-0.177402,  0.50904, 0.354697
RF02925#URS0000D678AE_12908/1-52#subopt0,   3.37979,   2.24615, 0.0783211, 0.0787138,  -1.36793, -0.469147,-0.0463401
RF02925#URS0000D678AE_12908/1-52#subopt1,    3.553,   1.5967, -1.22869, 0.458193,-0.812889, 0.103272, 0.405349
RF02925#URS0000D678AE_12908/1-52#subopt2,  3.50115,  1.68412, -1.14625, 0.437224,-0.869501,-0.191153,  0.27429
RF02925#URS0000D6C076_12908/1-53#subopt0,  2.49863,  2.28137,-0.388738, 0.440333,-0.120583, 0.358715,  0.20702
RF02925#URS0000D6C076_12908/1-53#subopt1,  2.49027,  2.27062,-0.341291,  0.53608,-0.478211, 0.105122, 0.981544
RF02925#URS0000D6C076_12908/1-53#subopt2,  2.50288,  2.43347,-0.440439, 0.371989,-0.360842, 0.158537, 0.847459
RF02925#URS0000D68336_12908/1-53#subopt0,  3.40502,  1.35395, -1.29638, 0.507013, -1.06489, 0.765987,-0.173303
RF02925#URS0000D68336_12908/1-53#subopt1,   3.5185,  1.53402, -1.71409,  0.48845, -1.10581,  -0.2379,-0.284891
RF02925#URS0000D68336_12908/1-53#subopt2,  2.49863,  2.28137,-0.388738, 0.440333,-0.120583, 0.358715,  0.20702
RF01701#ALVZ01000161.1/23593-23517#subopt0,  3.82483,  1.74638,-0.136392,  -1.7079, 0.848927,-0.112014,-0.182767
RF01701#ALVZ01000161.1/23593-23517#subopt1,  3.20662,  1.87844, -0.19923,-0.950797, 0.645982,-0.349639,-0.144351
RF01701#ALVZ01000161.1/23593-23517#subopt2,   3.14172,    1.9519, -0.482735,  -1.28159,  0.201036, -0.836025,-0.0156891
RF01701#BBWW01000001.1/2678460-2678388#subopt0,  4.20875, 0.969065, -1.97989,  1.15598, 0.245673,0.0359872,-0.577679
RF01701#BBWW01000001.1/2678460-2678388#subopt1,  4.15833,  1.10419, -1.96044,  1.12247, 0.125783,-0.534024,-0.796881
RF01701#BBWW01000001.1/2678460-2678388#subopt2,  4.13777,  1.30677,-0.820891,-0.430706, 0.691577,-0.581614, -0.65819
RF01701#LATL02000310.1/27365-27432#subopt0,  4.04738,  1.23964, -1.19245, -1.20023,0.0926063,-0.669848,-0.204354
RF01701#LATL02000310.1/27365-27432#subopt1,  4.03935,  1.27926, -1.23227,  -1.1667, 0.137878,-0.718378,-0.223757
RF01701#LATL02000310.1/27365-27432#subopt2,  4.09548,  1.18847, -1.22227, -1.08689, 0.196039,-0.521307,-0.051618
RF03074#URS0000D6B40F_12908/1-93#subopt0,  5.42693, 0.619598,-0.519684,  0.52673,-0.027208,  1.14017,  2.11319
RF03074#URS0000D6B40F_12908/1-93#subopt1,  6.07806,0.0338597, -1.25196, 0.561687,-0.283826,  1.41408,  1.81705
RF03074#URS0000D6B40F_12908/1-93#subopt2,   6.10713,-0.0737066,  -1.46673,  0.158378,  -0.61973,   1.56441,   1.11404
RF03074#AQQW01000002.1/8611-8703#subopt0,  5.42693, 0.619598,-0.519684,  0.52673,-0.027208,  1.14017,  2.11319
RF03074#AQQW01000002.1/8611-8703#subopt1,  6.07806,0.0338597, -1.25196, 0.561687,-0.283826,  1.41408,  1.81705
RF03074#AQQW01000002.1/8611-8703#subopt2,   6.10713,-0.0737066,  -1.46673,  0.158378,  -0.61973,   1.56441,   1.11404
RF03074#URS0000D6C566_391595/1-93#subopt0,   6.0424, 0.113058, -1.53484,-0.125818,-0.928699,   1.1317, 0.694496
RF03074#URS0000D6C566_391595/1-93#subopt1,  5.51164,  1.01501,-0.383951, 0.524898, 0.251967,  1.42116,  1.35813
RF03074#URS0000D6C566_391595/1-93#subopt2,  5.44279,  1.35831,  0.23922,-0.769811, 0.727992,   1.4607,  1.34361
RF00169#FRCM01000001.1/631866-631768#subopt0,  6.05554, -1.66246,-0.709952, -1.66786,  1.25544, -1.89274, 0.515389
RF00169#FRCM01000001.1/631866-631768#subopt1,  6.48554, -2.12113, -1.69953, -2.15493,  1.21938, -0.58871,-0.322878
RF00169#FRCM01000001.1/631866-631768#subopt2,  5.86495, -1.47829, -1.13985, -2.10368,  1.10591, -1.63116,-0.423103
RF00169#KI530762.1/1263899-1263995#subopt0,  6.14823,    -2.28,   -1.735,-0.800831, 0.438845, -2.01958,  0.95749
RF00169#KI530762.1/1263899-1263995#subopt1,   6.5509, -1.80477,-0.709849,  -0.9095,   0.1683, -2.00872, 0.960372
RF00169#KI530762.1/1263899-1263995#subopt2,  6.07662, -2.20581, -1.54678,-0.751879, 0.655857, -2.02197,  1.20949
RF00169#MGSR01000112.1/3254-3156#subopt0,  5.84763, -1.55749,-0.653539, -1.66494,  1.26381, -1.75386,-0.235295
RF00169#MGSR01000112.1/3254-3156#subopt1,   5.88343,  -1.81396, -0.721815,  -1.51171,   1.25627,  -1.67856,-0.0836795
RF00169#MGSR01000112.1/3254-3156#subopt2,  6.05736, -2.25247, -0.98041,-0.855531,  1.68507, -1.91075, 0.644806
RF03141#CP002453.1/701743-701712#subopt0,   2.6943, 0.247428,-0.125605,  1.83764,  1.86239,0.0250751,0.0998928
RF03141#CP002453.1/701743-701712#subopt1,   2.6456, 0.438176,-0.393895,  1.36541,  1.72661,  0.34382,-0.506989
RF03141#CP002453.1/701743-701712#subopt2,  3.35509, 0.144545,-0.701078,-0.403809,  1.22508,-0.526333,-0.815445
RF03141#CP002534.1/2435971-2436002#subopt0,   2.6943, 0.247428,-0.125605,  1.83764,  1.86239,0.0250751,0.0998928
RF03141#CP002534.1/2435971-2436002#subopt1,   2.6456, 0.438176,-0.393895,  1.36541,  1.72661,  0.34382,-0.506989
RF03141#CP002534.1/2435971-2436002#subopt2,  3.35509, 0.144545,-0.701078,-0.403809,  1.22508,-0.526333,-0.815445
RF03141#CP002999.1/713998-713967#subopt0,   2.6943, 0.247428,-0.125605,  1.83764,  1.86239,0.0250751,0.0998928
RF03141#CP002999.1/713998-713967#subopt1,   2.6456, 0.438176,-0.393895,  1.36541,  1.72661,  0.34382,-0.506989
RF03141#CP002999.1/713998-713967#subopt2,  3.35509, 0.144545,-0.701078,-0.403809,  1.22508,-0.526333,-0.815445
RF03065#URS0000D6A397_12908/1-216#subopt0,  6.37444,  1.00603, 0.920921,-0.131695, 0.137476, 0.295445,  2.37087
RF03065#URS0000D6A397_12908/1-216#subopt1,    6.38113,   0.940294,    1.01514, -0.0384993,0.000514199,   0.272208,    2.44803
RF03065#URS0000D6A397_12908/1-216#subopt2, 6.91211,0.474698, 0.79582,0.492951,0.172051,0.403272, 2.28421
RF03065#URS0000D68D65_12908/1-207#subopt0,  7.37947,  0.32249,  1.04988,-0.653348, 0.563128, 0.922677,  2.17833
RF03065#URS0000D68D65_12908/1-207#subopt1,  7.47845, 0.278375,  1.20135,-0.607529, 0.302327, 0.968895,  2.29371
RF03065#URS0000D68D65_12908/1-207#subopt2,    7.357, 0.199176,  1.15062,-0.507367, 0.368561, 0.663031,  2.73273
RF03065#URS0000D66550_12908/1-216#subopt0,  9.28749, -2.71126, 0.822384, 0.304323,-0.714715, -1.26894, 0.120111
