 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7
RF02958#URS0000D6753D_12908/1-114#subopt3,  6.07738, 0.677013,-0.368774,  1.82359, -1.35546,-0.603373,-0.278778
RF02958#URS0000D66605_1235798/1-114#subopt0,  6.21674,  1.11814, 0.228482, 0.215311,-0.354265, 0.805889,-0.406068
RF02958#URS0000D66605_1235798/1-114#subopt1,   6.24287,   1.26812,  0.167259,-0.0198614, -0.716719,  0.568462, -0.493968
RF02958#URS0000D66605_1235798/1-114#subopt2,  6.09705,  1.07127,-0.260643,-0.743777, -0.26273, 0.725498,-0.697616
RF02958#URS0000D66605_1235798/1-114#subopt3,   7.09037,-0.0210974,  -1.56953, -0.210845,  0.483393,   1.27297, -0.164906
RF02958#KE159748.1/73297-73184#subopt0,  6.21674,  1.11814, 0.228482, 0.215311,-0.354265, 0.805889,-0.406068
RF02958#KE159748.1/73297-73184#subopt1,   6.24287,   1.26812,  0.167259,-0.0198613, -0.716719,  0.568462, -0.493968
RF02958#KE159748.1/73297-73184#subopt2,  6.09705,  1.07127,-0.260643,-0.743777, -0.26273, 0.725498,-0.697616
RF02958#KE159748.1/73297-73184#subopt3,   7.09036,-0.0210975,  -1.56953, -0.210845,  0.483393,   1.27297, -0.164906
RF03130#CP019331.1/208098-208069#subopt0,  2.64236, 0.312811,-0.268673,   1.4424,  2.21982, 0.224711, 0.803401
RF03130#CP019331.1/208098-208069#subopt1,  3.35994,-0.300272,-0.975702,  1.60572,  2.12054, 0.657712,  1.10665
RF03130#CP019331.1/208098-208069#subopt2,  3.32267,0.0557248,-0.108608,0.0745733,  2.68327,0.0701749, 0.592766
RF03130#CP019331.1/208098-208069#subopt3,  3.99606,-0.494792,-0.903811, 0.272774,  2.56014, 0.921198,  1.49623
RF03130#LT629752.1/2327677-2327706#subopt0,  2.64236, 0.312811,-0.268673,   1.4424,  2.21982, 0.224711, 0.803401
RF03130#LT629752.1/2327677-2327706#subopt1,  3.35994,-0.300272,-0.975702,  1.60572,  2.12054, 0.657712,  1.10665
RF03130#LT629752.1/2327677-2327706#subopt2,  3.32267,0.0557248,-0.108608,0.0745732,  2.68327,0.0701749, 0.592766
RF03130#LT629752.1/2327677-2327706#subopt3,  3.99606,-0.494792,-0.903811, 0.272774,  2.56014, 0.921198,  1.49623
RF03130#LT670850.1/2437797-2437768#subopt0,  2.64236, 0.312811,-0.268673,   1.4424,  2.21982, 0.224711, 0.803401
RF03130#LT670850.1/2437797-2437768#subopt1,  3.35994,-0.300272,-0.975702,  1.60572,  2.12054, 0.657712,  1.10665
RF03130#LT670850.1/2437797-2437768#subopt2,  3.32267,0.0557248,-0.108608,0.0745732,  2.68327,0.0701749, 0.592766
RF03130#LT670850.1/2437797-2437768#subopt3,  3.99606,-0.494792,-0.903811, 0.272774,  2.56014, 0.921198,  1.49623
RF03142#URS0001A246D4_12908/1-69#subopt0, 3.71094,-1.08687,-1.30228, 1.44655, 1.05469,0.943555,0.712955
RF03142#FXYF01000010.1/45420-45352#subopt0,  3.66151,-0.994958, -1.35169,  1.46006,  1.03692, 0.719771, 0.853375
RF03142#FXYF01000010.1/45420-45352#subopt1,  3.75939,-0.990756, -1.26454,  1.66783,  1.10378, 0.568501, 0.298259
RF03142#FXYF01000010.1/45420-45352#subopt2, 3.72747, -1.0336,-1.25547, 1.59704,0.800666,0.604553,0.069417
RF03142#FXYF01000010.1/45420-45352#subopt3,   4.23187,  -1.32327, -0.945759,  0.417182,   1.36313,  0.643854,-0.0927594
RF03142#URS0001A234C0_12908/1-69#subopt0,  3.66151,-0.994958, -1.35169,  1.46006,  1.03692, 0.719771, 0.853375
RF02957#URS0000D6BF88_755863/1-129#subopt0,  6.84486, 0.251463,  2.95482,  0.41383, 0.305178, 0.133552,-0.157903
RF02957#URS0000D6BF88_755863/1-129#subopt1,  7.16659,0.0973126,  3.07088,0.0152247, 0.336752, 0.214962,-0.183837
RF02957#URS0000D6BF88_755863/1-129#subopt2,  5.97679,  1.18454,   3.9183,-0.168542, 0.165162,-0.132875, 0.275345
RF02957#URS0000D6BF88_755863/1-129#subopt3,  6.78598,  0.34396,  2.96152, 0.268361,-0.089953, 0.562422, 0.711733
RF02957#URS0000D6BF88_360102/1-129#subopt0,  6.84486, 0.251463,  2.95482,  0.41383, 0.305178, 0.133552,-0.157903
RF02957#URS0000D6BF88_360102/1-129#subopt1,  7.16659,0.0973126,  3.07088,0.0152247, 0.336752, 0.214962,-0.183837
RF02957#URS0000D6BF88_360102/1-129#subopt2,  5.97679,  1.18454,   3.9183,-0.168542, 0.165162,-0.132875, 0.275345
RF02957#URS0000D6BF88_360102/1-129#subopt3,  6.78598,  0.34396,  2.96152, 0.268361,-0.089953, 0.562422, 0.711733
RF02957#AL590842.1/1239599-1239471#subopt0,  6.84486, 0.251463,  2.95482,  0.41383, 0.305178, 0.133552,-0.157903
RF02957#AL590842.1/1239599-1239471#subopt1,  7.16659,0.0973126,  3.07088,0.0152247, 0.336752, 0.214962,-0.183837
RF02957#AL590842.1/1239599-1239471#subopt2,  5.97679,  1.18454,   3.9183,-0.168542, 0.165162,-0.132875, 0.275345
RF02957#AL590842.1/1239599-1239471#subopt3,  6.78598,  0.34396,  2.96152, 0.268361,-0.089953, 0.562422, 0.711733
RF01717#KJ019103.1/171801-171896#subopt0, 3.42719, 1.30369, 1.38223,0.041779,0.271194, -1.0866,0.586538
RF01717#KJ019103.1/171801-171896#subopt1,  3.98317,  1.51813,  -1.3313,-0.488261,-0.215859,-0.075083, 0.822842
RF01717#KJ019103.1/171801-171896#subopt2,    3.0296,    2.1569, -0.357103, -0.935345,-0.0200045, -0.169632, 0.0437345
RF01717#KJ019103.1/171801-171896#subopt3,    3.054,  2.24481,-0.334781,-0.821312, 0.123527,-0.267059, 0.502942
RF01717#GU071105.1/181614-181709#subopt0,    4.43291,  0.0711534,    1.01212,-0.00330489,   0.781617,   -1.32902,  0.0417605
RF01717#GU071105.1/181614-181709#subopt1,  3.59326, 0.898842,  1.67961,-0.301489, 0.608144,-0.727639, 0.233644
RF01717#GU071105.1/181614-181709#subopt2,  2.68171,  1.44926,  1.17485,  1.00356,0.0981173,-0.706282,-0.156781
RF01717#GU071105.1/181614-181709#subopt3,  3.58951,  1.13058,  1.52498, -0.65506, 0.297121,-0.621611, 0.713993
RF01717#FM207411.1/8698-8606#subopt0,    4.4922,  0.328529,  -1.88425, -0.518194, 0.0742183,  0.303546,-0.0263517
RF01717#FM207411.1/8698-8606#subopt1,   5.60801, 0.0295917,  -1.34361,  -2.19811,-0.0242636,-0.0402338,  0.330018
RF01717#FM207411.1/8698-8606#subopt2,   4.65227,    1.0897, -0.503824,  -1.55888,  0.564518,-0.0710126, -0.893951
RF01717#FM207411.1/8698-8606#subopt3,  4.71029,  1.11858,-0.525796, -1.59222, 0.308224,-0.270917, -1.60017
RF01725#KB456687.1/1545-1438#subopt0,  5.73273,  1.24474,  3.12121, -0.79684,0.0876044, -1.27298,  1.28792
RF01725#KB456687.1/1545-1438#subopt1,  5.70549,  1.33509,  3.02147,-0.725372,0.0667869, -1.30894,  1.31397
RF01725#KB456687.1/1545-1438#subopt2,   5.78216,   1.22656,   2.95382, -0.611357,-0.0517353,  -1.15408,  0.690589
RF01725#KB456687.1/1545-1438#subopt3,  5.59266,   1.3359,  2.83613,-0.874149,-0.508961, -1.75606, 0.638117
RF01725#ATDL01000014.1/305234-305140#subopt0,  5.86239,-0.461822,  0.52905,  0.81716,  1.18744,    -1.38,  2.00131
RF01725#ATDL01000014.1/305234-305140#subopt1,  5.87286,-0.471693, 0.412272, 0.641203, 0.843483, -1.74558,  2.00225
RF01725#ATDL01000014.1/305234-305140#subopt2,  5.85049,-0.550524,  0.50814, 0.741036, 0.884444, -1.37571,  1.60173
RF01725#ATDL01000014.1/305234-305140#subopt3,  5.97921,-0.574357, 0.604899, 0.832193, 0.807849, -1.71631,  1.35314
RF01725#CP011568.2/2341891-2341786#subopt0,  6.07292,   1.9726,  2.11135, -1.29895, -1.54236, -1.25903,-0.891712
RF01725#CP011568.2/2341891-2341786#subopt1,  6.15895,  2.04612,  2.33999, -1.03509,-0.861337,-0.621396,-0.322757
RF01725#CP011568.2/2341891-2341786#subopt2,  6.06004,  2.01231,  2.11425, -1.24474, -1.50427, -1.20087,-0.917024
RF01725#CP011568.2/2341891-2341786#subopt3,  6.17791,  1.97772,  2.35895, -1.37341, -1.25155, -1.19459,-0.233957
RF00174#MWFK01000002.1/722662-722517#subopt0,   6.8635, 0.119452,  2.13846,  1.49181,  1.05181,-0.144116,  1.25133
RF00174#MWFK01000002.1/722662-722517#subopt1,  6.89683,-0.009003,  2.29116,   1.4981, 0.947938,-0.497319, 0.840077
RF00174#MWFK01000002.1/722662-722517#subopt2,   6.87688,  0.322473,   1.98195,   1.22573,  0.935563,-0.0373931,   1.51789
RF00174#MWFK01000002.1/722662-722517#subopt3,  6.88009,0.0655707,  2.18869,  1.55566, 0.955478,-0.249376, 0.882445
RF00174#CP000613.2/2937153-2937359#subopt0,  8.53617, -3.74464, -1.50193,0.0012794, 0.172906,-0.643866,  -1.9213
RF00174#CP000613.2/2937153-2937359#subopt1,    8.53659,   -3.74432,   -1.51202,-0.00334134,    0.18149,  -0.623893,   -1.90578
RF00174#CP000613.2/2937153-2937359#subopt2,  8.61314, -3.80366,  -1.4392,0.0940049, 0.689265,-0.550573,  -1.4683
RF00174#CP000613.2/2937153-2937359#subopt3,   8.46071,  -3.77019,  -1.52791,-0.0648082, 0.0894494, -0.820705,  -1.86526
RF00174#LZZM01000194.1/2900-2761#subopt0,   5.8299,  1.31891,  3.01173,-0.573411, 0.503949,-0.724129, 0.146869
RF00174#LZZM01000194.1/2900-2761#subopt1,  5.92451,   1.2551,  3.21963,-0.528518, 0.272972,-0.964073,-0.315749
RF00174#LZZM01000194.1/2900-2761#subopt2,  5.92482,   1.1801,  3.31194,-0.536187, 0.103687, -1.23453,-0.718137
RF00174#LZZM01000194.1/2900-2761#subopt3,  5.88635,  1.22195,  3.18967,-0.500564,  0.14812,  -1.0717,-0.615169
RF03132#URS0001A23582_132474/1-56#subopt0,   4.04089,   2.20024, -0.139776,  -2.04761,  0.161508,-0.0849094, -0.247601
RF03132#URS0001A23582_132474/1-56#subopt1,   3.41463,   2.19844,-0.0204491,  -1.32699,  0.169897, -0.054773, -0.410212
RF03132#URS0001A23582_132474/1-56#subopt2,  3.93015,  2.11176,0.0587757, -1.83233, 0.267056, 0.377192,-0.364747
RF03132#URS0001A23582_132474/1-56#subopt3,  3.93453,  2.02087,0.0649201, -1.94915, 0.454326, 0.189138,-0.382007
RF03132#URS0001A2399E_1440053/1-56#subopt0,   4.04089,   2.20024, -0.139776,  -2.04761,  0.161508,-0.0849094, -0.247601
RF03132#URS0001A2399E_1440053/1-56#subopt1,   3.41463,   2.19844,-0.0204491,  -1.32699,  0.169897, -0.054773, -0.410212
RF03132#URS0001A2399E_1440053/1-56#subopt2,  3.93015,  2.11176,0.0587757, -1.83233, 0.267056, 0.377192,-0.364747
RF03132#URS0001A2399E_1440053/1-56#subopt3,  3.93453,  2.02087,0.0649201, -1.94915, 0.454326, 0.189138,-0.382007
RF03132#URS0001A232D3_1157633/1-56#subopt0,   4.04089,   2.20024, -0.139776,  -2.04761,  0.161508,-0.0849094, -0.247601
RF03132#URS0001A232D3_1157633/1-56#subopt1,   3.41463,   2.19844,-0.0204491,  -1.32699,  0.169897, -0.054773, -0.410212
RF03132#URS0001A232D3_1157633/1-56#subopt2,  3.93015,  2.11176,0.0587757, -1.83233, 0.267056, 0.377192,-0.364747
RF03132#URS0001A232D3_1157633/1-56#subopt3,  3.93453,  2.02087,0.0649201, -1.94915, 0.454326, 0.189138,-0.382007
RF02001#GG657590.1/215507-215313#subopt0,   7.92485,-0.0799952,  -1.03949,  0.342719, -0.215883, -0.297126,  0.462001
RF02001#GG657590.1/215507-215313#subopt1,  7.81607,0.0645741, -1.23789,0.0747493,-0.268408,-0.228619, 0.961389
RF02001#GG657590.1/215507-215313#subopt2,  7.74561,-0.389886,-0.841388,  0.39434,-0.139539,-0.269562, 0.593941
RF02001#GG657590.1/215507-215313#subopt3,   8.09268,-0.0426239, 0.0781754,   1.52818,  -1.03711, -0.438721,  0.563311
RF02001#MJHW01000023.1/2004-1835#subopt0,  6.63573, 0.306104,-0.046387,  1.92745, 0.316965,0.0431343,-0.735546
RF02001#MJHW01000023.1/2004-1835#subopt1,   6.63723,  0.343907,-0.0792856,   1.87827,  0.436858,  0.156244, -0.405136
RF02001#MJHW01000023.1/2004-1835#subopt2,  6.72373, 0.235402, 0.146614,  1.85098, 0.197924,-0.259671,-0.864233
RF02001#MJHW01000023.1/2004-1835#subopt3,   6.69267,  0.467378,-0.0979483,   1.65575,  0.216666,  0.139812, -0.468579
RF02001#ALJM01000048.1/525-355#subopt0,  6.88347,-0.431021,  -1.6209,-0.922821, 0.990365,-0.638951, -2.27181
RF02001#ALJM01000048.1/525-355#subopt1,   6.4475,-0.176308, -1.74159,-0.368308, 0.785925,-0.496195, -1.88551
RF02001#ALJM01000048.1/525-355#subopt2,  7.04477,-0.601541, -2.08555,-0.608272,  1.27859,-0.450482, -2.16726
RF02001#ALJM01000048.1/525-355#subopt3,  7.11277,-0.611149, -2.05669,-0.840526,  1.11746,-0.752808,   -2.017
RF03054#CP014517.1/865598-865664#subopt0,  4.46558, -1.25622, -1.32281,-0.528431, 0.851954,-0.297037,-0.432258
RF03054#CP014517.1/865598-865664#subopt1,  4.46558, -1.25622, -1.32281,-0.528431, 0.851954,-0.297037,-0.432258
RF03054#CP014517.1/865598-865664#subopt2,  4.36812, -1.19909, -1.33781,-0.397099,  1.08303, 0.181823,-0.643635
RF03054#CP014517.1/865598-865664#subopt3,  4.35329,  -1.2193, -1.39529,-0.427191, 0.984211, 0.586893,-0.296687
RF03054#URS0000D6A626_1235457/1-85#subopt0,  3.59138,-0.494391,-0.672007,-0.339364,  1.10256, -1.06692,-0.557147
RF03054#URS0000D6A626_1235457/1-85#subopt1,  3.59138,-0.494391,-0.672007,-0.339364,  1.10256, -1.06692,-0.557147
RF03054#URS0000D6A626_1235457/1-85#subopt2,   3.5681, -0.52849,-0.768065,-0.219004,  1.30456,-0.638803,-0.775343
RF03054#URS0000D6A626_1235457/1-85#subopt3,  2.88433, 0.111955,-0.274982,-0.371718,  1.29818,-0.645509,-0.440555
RF03054#URS0000D6C6CC_543728/1-68#subopt0,  3.40438,  1.59286,   1.1422, 0.710854,-0.417405,-0.903013, 0.760333
RF03054#URS0000D6C6CC_543728/1-68#subopt1,  3.35374,  1.50027,  1.19911, 0.860147,-0.404218,-0.906908, 0.624817
RF03054#URS0000D6C6CC_543728/1-68#subopt2,  3.51915,   1.3541,   1.6639,  1.17691,-0.542385, -1.21677,-0.565956
RF03054#URS0000D6C6CC_543728/1-68#subopt3,  3.35955,  1.54135,  1.07064,  0.69256,-0.174384, -0.80094,  0.78127
RF03131#ANFO01000012.1/25823-25848#subopt0,   2.6611, 0.297588,-0.886519,  0.66348, 0.663675,0.0692355, 0.255506
RF03131#AP008232.1/2686948-2686973#subopt0,   2.6611, 0.297588,-0.886519,  0.66348, 0.663675,0.0692355, 0.255506
RF03131#BBMZ01000007.1/214689-214664#subopt0,   2.6611, 0.297588,-0.886519,  0.66348, 0.663675,0.0692355, 0.255506
RF03135#URS0001A24445_12908/1-100#subopt0,  4.90604,0.0523594,0.0227137,   2.8525,  1.74622, 0.136603,-0.203296
RF03135#URS0001A24445_12908/1-100#subopt1,   4.85251,-0.0345395, 0.0647195,   2.66791,   1.06235,  0.171707,  -1.02331
RF03135#URS0001A24445_12908/1-100#subopt2,  4.89587,0.0543368,0.0164947,  2.82506,   1.7623, 0.116361,-0.188283
RF03135#URS0001A24445_12908/1-100#subopt3,   4.84237,-0.0325605, 0.0584993,   2.64047,   1.07843,  0.151465,   -1.0083
RF03135#CP007060.1/2200475-2200574#subopt0,  5.84261,-0.853795,0.0758183,  1.27339,  1.78634,   1.0287, 0.305448
RF03135#CP007060.1/2200475-2200574#subopt1,  5.86973,-0.697175,0.0594945,  1.35144,  1.62432, 0.860976, 0.316107
RF03135#CP007060.1/2200475-2200574#subopt2,  5.67876,-0.312915, 0.260826,-0.044404,  2.12408,  1.12953,  1.04099
RF03135#CP007060.1/2200475-2200574#subopt3,   5.72839, -0.436648,  0.392529,-0.0516649,   1.51585,   1.04192, -0.144963
RF03135#URS0001A23BD7_12908/1-100#subopt0,  5.84261,-0.853795,0.0758183,  1.27339,  1.78634,   1.0287, 0.305448
RF03135#URS0001A23BD7_12908/1-100#subopt1,  5.86973,-0.697175,0.0594945,  1.35144,  1.62432, 0.860976, 0.316107
RF03135#URS0001A23BD7_12908/1-100#subopt2,  5.67876,-0.312915, 0.260826,-0.044404,  2.12408,  1.12953,  1.04099
RF03135#URS0001A23BD7_12908/1-100#subopt3,   5.72839, -0.436648,  0.392529,-0.0516649,   1.51585,   1.04192, -0.144963
RF03127#URS0001A243B9_12908/1-75#subopt0,  4.07614,  1.48221, -1.34069,-0.104737, 0.176183, 0.232231,-0.610979
RF03127#URS0001A243B9_12908/1-75#subopt1,  4.71126,  1.13054, -1.86649, 0.232393, 0.239969, 0.917431,0.0906474
RF03127#URS0001A243B9_12908/1-75#subopt2,   3.33985,   1.98023,  -1.40134,  0.622791, -0.434639,  0.340463,-0.0335788
RF03127#URS0001A243B9_12908/1-75#subopt3,  4.00448,  1.63906, -1.92934, 0.961891,-0.360113,    1.018, 0.668864
RF03127#FR892111.1/50988-50914#subopt0,  4.12642,  2.00552,-0.798954, 0.590325,  -1.2208,-0.601076, 0.360794
RF03127#FR892111.1/50988-50914#subopt1,  4.07902,  2.10023,-0.795673, 0.505893, -1.05286,-0.682617,  0.46099
RF03127#FR892111.1/50988-50914#subopt2,   4.71413,   1.74857,  -1.32147,  0.843025, -0.989077,0.00258225,   1.16261
RF03127#FR892111.1/50988-50914#subopt3,  4.17419,  1.91003,-0.615014, 0.689832,-0.684627,-0.566483, 0.689471
RF03127#URS0001A23360_12908/1-75#subopt0,  4.12642,  2.00552,-0.798954, 0.590325,  -1.2208,-0.601076, 0.360794
RF03127#URS0001A23360_12908/1-75#subopt1,  4.07902,  2.10023,-0.795673, 0.505893, -1.05286,-0.682617,  0.46099
RF03127#URS0001A23360_12908/1-75#subopt2,   4.71413,   1.74857,  -1.32147,  0.843025, -0.989077,0.00258225,   1.16261
RF03127#URS0001A23360_12908/1-75#subopt3,  4.17419,  1.91003,-0.615014, 0.689832,-0.684627,-0.566483, 0.689471
RF03000#URS0000D6CE60_12908/1-124#subopt0,  5.89743, 0.822646,-0.250418,-0.403439, -0.76621,-0.477271,-0.676169
RF03000#URS0000D6CE60_12908/1-124#subopt1,  5.11365,  1.32616,-0.311716,  1.47104,-0.633785,  0.01132,-0.181601
RF03000#URS0000D6CE60_12908/1-124#subopt2,  6.36673, 0.492608,-0.357767, -1.25316,-0.837438,-0.100376,-0.326487
RF03000#URS0000D6CE60_12908/1-124#subopt3,  6.33338, 0.548092,-0.425607, -1.17532,-0.760496,0.0430991, -0.30725
RF03000#URS0000D6B574_12908/1-124#subopt0,  5.12715,  1.55643,-0.260196,  1.96073, 0.288128, 0.240598,0.0536962
RF03000#URS0000D6B574_12908/1-124#subopt1,   5.8621,  1.00017,-0.336685, 0.748571, 0.604888, 0.610915,  0.40066
RF03000#URS0000D6B574_12908/1-124#subopt2,  5.14636,  1.44623,-0.300716,  1.61444,-0.479478,-0.199694,  0.15574
RF03000#URS0000D6B574_12908/1-124#subopt3,  5.13049,  1.54586, -0.25696,   2.0357, 0.356666,  0.22444,0.0273262
RF03000#URS0000D699FC_12908/1-122#subopt0,  5.21217,  1.59681,-0.335985,  1.40098,-0.494358,-0.240738, 0.348474
RF03000#URS0000D699FC_12908/1-122#subopt1,  5.15538,  1.32207,-0.222343,  1.47801,-0.837183,0.0444293,-0.226726
RF03000#URS0000D699FC_12908/1-122#subopt2,  5.89966, 0.751252,-0.312293, 0.243407,-0.507596, 0.415476, 0.188161
RF03000#URS0000D699FC_12908/1-122#subopt3,    5.154,  1.33136,-0.292816,  1.51486,-0.784021,0.0677675,-0.200225
RF02035#CP020778.1/1338870-1339010#subopt0,  6.99463,0.0876697, -1.17886, -1.07435,-0.873522,-0.851381,  1.13071
RF02035#CP020778.1/1338870-1339010#subopt1,  6.94643,0.0876268, -1.17096, -1.16605,-0.859044, -0.78832, 0.936857
RF02035#CP020778.1/1338870-1339010#subopt2,  6.89049, 0.100157, -1.28431,  -1.2264,-0.760301,-0.805868,  1.05522
RF02035#CP020778.1/1338870-1339010#subopt3,  6.86551, 0.129798, -1.26254, 0.468344,-0.764416, 0.438614,  1.62539
RF02035#NHLW01000073.1/8554-8694#subopt0,  7.86687, -1.35128, -1.48716,-0.383805, -1.30581,-0.761622,-0.547085
RF02035#NHLW01000073.1/8554-8694#subopt1,  7.93082, -1.26763, -1.52376,-0.550173, -1.34026,-0.790606,-0.422382
RF02035#NHLW01000073.1/8554-8694#subopt2,  7.80459, -1.56625, -1.96534, 0.637376, -1.57302, -0.85574,-0.599921
RF02035#NHLW01000073.1/8554-8694#subopt3,  7.87648,  -1.3567, -1.52325,-0.379286, -1.28555, -0.80015,-0.584696
RF02035#LHBX01000012.1/906-766#subopt0,  7.39368,-0.286486, -1.60587,-0.847235,-0.608035,-0.600908,   1.6433
RF02035#LHBX01000012.1/906-766#subopt1,  7.45227,-0.461568, -1.48807,-0.932239,-0.660293,-0.507994,  1.48187
RF02035#LHBX01000012.1/906-766#subopt2,  7.39409,-0.434964, -1.62347,-0.940357,-0.471784,-0.615123,  1.54667
RF02035#LHBX01000012.1/906-766#subopt3,  7.46688,-0.347453, -1.39349,-0.723979,-0.987158, -1.12853, 0.731498
RF03069#URS0000D67941_12908/1-181#subopt0,  7.97053, 0.785679,-0.793496, -2.08302, -1.55155, 0.465615,  1.31993
RF03069#URS0000D67941_12908/1-181#subopt1,  7.94957,-0.220118, 0.989646, -3.10156,-0.748409,0.0842896,  1.63599
RF03069#URS0000D67941_12908/1-181#subopt2,    7.74873,-0.00752805,     1.2297,   -2.46743,  -0.976057,  -0.448643,    1.50345
RF03069#URS0000D67941_12908/1-181#subopt3,    7.68864,-0.00919666,    1.13705,   -2.44132,  -0.842581,  -0.566126,     1.4933
RF03069#URS0000D6AAEC_12908/1-181#subopt0,  7.88053, 0.814361, 0.161312, -3.24154,-0.825549,  1.04921,  1.14065
RF03069#URS0000D6AAEC_12908/1-181#subopt1,  7.58734,  1.04962,  0.26235, -2.53439,-0.915771, 0.381116, 0.999965
RF03069#URS0000D6AAEC_12908/1-181#subopt2,  8.19213, 0.541042,-0.099926, -2.20871,-0.804734, 0.161148, 0.683998
RF03069#URS0000D6AAEC_12908/1-181#subopt3, 7.63386, 1.01922,0.338537,-2.52828,-1.06337,0.551323, 1.10296
RF03069#URS0000D6CA86_12908/1-179#subopt0,  8.34625,-0.412942, 0.425462, -1.79029, -0.22748, 0.304677,-0.720697
RF03069#URS0000D6CA86_12908/1-179#subopt1,  8.07963, -1.27155,  1.32182, -1.58946, 0.285358,-0.268491,-0.266697
RF03069#URS0000D6CA86_12908/1-179#subopt2,  8.17661, -1.52878, 0.932378,-0.857376,0.0705715,-0.513392,   0.2098
RF03069#URS0000D6CA86_12908/1-179#subopt3,  8.49937, -1.75823,  1.11344, -1.39961, 0.266215,-0.344321, -0.21565
RF02969#JYHN01000092.1/137006-137114#subopt0,  4.99249,   2.7044,  1.78286,-0.752688, -1.21385,-0.930648,-0.192562
RF02969#JYHN01000092.1/137006-137114#subopt1,  4.97336,  2.58787,  1.64379,-0.511387, -1.40544, 0.164806,-0.909406
RF02969#JYHN01000092.1/137006-137114#subopt2,   5.0089,  2.50345,  1.90264,-0.785508, -1.60649, -0.62818,-0.689559
RF02969#JYHN01000092.1/137006-137114#subopt3,  4.99705,  2.51647,   1.7696,-0.922928,  -1.2773,-0.432385, 0.195384
RF02969#URS0000D6A288_12908/1-113#subopt0,  6.10802,-0.149105, 0.923377, -1.09858,-0.211813,-0.640149, 0.597126
RF02969#URS0000D6A288_12908/1-113#subopt1,  6.14425,-0.135593,  1.04249,-0.900722, 0.394396,-0.402632, 0.887295
RF02969#URS0000D6A288_12908/1-113#subopt2,  5.33922, 0.598332,  1.27478, -1.48252,-0.138893, -1.81739, 0.928832
RF02969#URS0000D6A288_12908/1-113#subopt3,  5.39921, 0.392369,  1.43525, -1.51618,-0.602991, -1.46184, 0.386234
RF02969#URS0000D6BA7E_997894/1-109#subopt0,   5.2139,  1.55054,0.0714651, -1.75388,-0.470269,-0.949979, 0.136118
RF02969#URS0000D6BA7E_997894/1-109#subopt1,    5.24389,    1.38886,  -0.104011,   -1.58517,  -0.747808,-0.00762439,  -0.475066
RF02969#URS0000D6BA7E_997894/1-109#subopt2,  5.23032,  1.34958, 0.191248,  -1.7867,-0.862915, -0.64751,-0.360881
RF02969#URS0000D6BA7E_997894/1-109#subopt3,  5.31554,  1.12257, 0.361915, -1.45378, -0.72219,-0.737572,-0.818588
RF03012#URS0000D67564_12908/1-53#subopt0,  4.56494, -1.12266,-0.813997,-0.869207,  1.98299,-0.150802,-0.614576
RF03012#URS0000D67564_12908/1-53#subopt1,    5.0273,  -1.24149, -0.578741,  -1.47798,   1.92541,-0.0975875, -0.731779
RF03012#URS0000D67564_12908/1-53#subopt2,  3.26283,0.0348305,-0.377544,0.0409459,  1.81521,0.0501484,  0.15924
RF03012#URS0000D67564_12908/1-53#subopt3,  3.22059,-0.121738,-0.386092,-0.122517,   1.7213, 0.332289,-0.202817
RF03012#URS0000D68259_12908/1-53#subopt0,  3.26283,0.0348305,-0.377544,0.0409459,  1.81521,0.0501484,  0.15924
RF03012#URS0000D68259_12908/1-53#subopt1,  3.22059,-0.121738,-0.386092,-0.122517,   1.7213, 0.332289,-0.202817
RF03012#URS0000D68259_12908/1-53#subopt2,  2.86629,  1.24574,   1.3773, 0.925921,0.0991957,-0.100426,   0.4879
RF03012#URS0000D68259_12908/1-53#subopt3,  2.45914, 0.292998,-0.338507,  1.16377,  1.10565,-0.118448, 0.381654
RF03012#URS0000D6CA07_12908/1-53#subopt0, 4.10075,0.993063,-2.12255,0.855454,-0.96265,0.601189, 1.15229
RF03012#URS0000D6CA07_12908/1-53#subopt1,  4.0566,0.840521,-2.15666,0.710306,-1.07526,0.828699, 0.80068
RF03012#URS0000D6CA07_12908/1-53#subopt2,   3.55626,    1.5393,  -1.61799,   0.55133,  -0.89706,-0.0769372,  0.695717
RF03012#URS0000D6CA07_12908/1-53#subopt3, 3.51211, 1.38676,-1.65211,0.406187,-1.00967,0.150578,0.344108
RF03086#MERK01000111.1/15947-15994#subopt0,  2.67472,  2.43342,-0.163938, 0.305601, -0.18228,-0.237422, -1.06009
RF03086#URS0000D6C6FD_12908/1-48#subopt0,  3.64853,  1.47434,-0.825651, 0.963372,-0.304923,-0.740167,-0.687624
RF03086#URS0000D6C6FD_12908/1-48#subopt1,  3.55544,  1.50257,-0.856192,  1.09242,-0.335565,-0.396846, -1.53783
RF03086#URS0000D6C6FD_12908/1-48#subopt2,  2.67472,  2.43342,-0.163938, 0.305601, -0.18228,-0.237422, -1.06009
RF03086#URS0000D6C6FD_12908/1-48#subopt3,  2.59773,  2.20391,0.0522438, 0.590685,-0.366084,-0.269017, -1.35184
RF03086#MERH01000121.1/1152-1105#subopt0,  2.67472,  2.43342,-0.163938, 0.305601, -0.18228,-0.237422, -1.06009
RF03086#MERH01000121.1/1152-1105#subopt1,  2.59773,  2.20391,0.0522438, 0.590685,-0.366084,-0.269017, -1.35184
