 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18
RF03158#CP006996.1/5211019-5211064#subopt0,   3.27662, 0.0826399,-0.0602956,  0.744367,   2.02397, -0.627563, -0.386284, -0.581884,  -0.64994,  0.213379,  0.293433, -0.271494, -0.343156,  0.314954,-0.0567759, -0.249274,  0.791902,   0.60605
RF03158#CP006996.1/5211019-5211064#subopt1,   3.74206,  -0.20064,-0.0095933,   1.66974,   2.02371, -0.935537,  0.593909,  0.223429,  0.263701, -0.505353,  0.251822, -0.695518, -0.768158,  0.116709,  0.343313, -0.413186,   1.16819,  0.255234
RF03158#CP006996.1/5211019-5211064#subopt2,    3.87521,  -0.229731,-0.00100931,    1.59966,    1.86154,  -0.571367,   0.717966,   0.520592,  -0.236481,   -0.76163, -0.0177067,  -0.913061,  -0.100569,  -0.350231,  -0.790462,  -0.121752,    0.61038,  0.0121565
RF03156#URS0001A2333F_12908/1-30#subopt0,   1.37125,  0.923685,-0.0433477, -0.192596,    1.0911,-0.0454795,  0.018682, -0.195735,   0.31767, -0.170755, -0.112904,  0.577185, -0.527239,  0.243254, -0.165615,  0.110307, 0.0752378,   0.28873
RF03156#URS0001A24418_12908/1-33#subopt0,    1.35206,    1.00232,   -0.21452,  -0.282242,   0.592705,  0.0541827,   0.383446,   0.362886,   0.531153, -0.0520936,    0.30818,   0.102035,-0.00172616,   0.527882,  -0.363694,  -0.164793,  -0.572816,   0.112956
RF03156#URS0001A24A61_12908/1-30#subopt0,   1.37125,  0.923686,-0.0433479, -0.192596,    1.0911,-0.0454796, 0.0186819, -0.195735,   0.31767, -0.170755, -0.112904,  0.577186, -0.527239,  0.243254, -0.165615,  0.110307, 0.0752379,   0.28873
RF03156#URS0001A24750_12908/1-31#subopt0,   1.38893,  0.962858,-0.0761763,  -0.28364,  0.611313, -0.111838,-0.0345899,  0.296844,  0.483069, -0.108706, 0.0326403,  0.269829, -0.340116,   0.90912, -0.370984, 0.0405596, -0.189437,  0.288314
RF03156#URS0001A23EBE_12908/1-33#subopt0,    1.35206,    1.00232,   -0.21452,  -0.282242,   0.592704,  0.0541828,   0.383446,   0.362886,   0.531153, -0.0520936,    0.30818,   0.102035,-0.00172625,   0.527882,  -0.363694,  -0.164793,  -0.572816,   0.112956
RF03106#URS0000D69489_12908/1-147#subopt0,  7.58888, 0.198198, -1.17005, -2.28741, -1.20691, 0.902589,-0.471331,-0.348622, -1.42904, 0.103184,  0.84071, 0.517016, 0.699203, 0.207774,-0.239228, 0.944515, -1.57808,0.0796185
RF03106#URS0000D69489_12908/1-147#subopt1,   8.34591, -0.354118, -0.918641, -0.853089,  -1.21201,  0.889305, -0.307259,  0.351034,  -1.18021, -0.225024,  0.568112,  0.195484,  0.689753,-0.0463911, -0.186045,   1.22141,  -1.46758, -0.155952
RF03106#URS0000D69489_12908/1-147#subopt2,   8.28274,  0.206244, -0.451249,  0.161268,  -1.16532,   1.01033, -0.518003,   1.30026,  0.011956,-0.0462442, -0.518259, -0.111962, -0.333343,  -0.82493,  0.292143,   1.39809,  -1.23208,  0.233367
RF03106#URS0000D69489_12908/1-147#subopt3,  8.22152, 0.436397, 0.293656, 0.723791, -1.20667, 0.904973,-0.725973,  1.42063,-0.487301, 0.146497,-0.886437, 0.142434, 0.593253,-0.252648,-0.362809,  1.71327, -1.63077, 0.438332
RF03106#URS0000D69489_12908/1-147#subopt4,  8.75069,0.0834269, 0.736447, 0.593936, -1.30784,  1.35272, 0.149238, 0.978572, -1.12426,-0.656762,0.0270261,-0.170332, 0.668069,-0.386564, 0.586511,  1.57557, -1.91603, 0.133772
RF03106#URS0000D673CA_12908/1-145#subopt0,  7.62984,-0.824157, -1.54183,-0.962403,-0.208334,-0.167776,-0.507366, 0.694872,-0.336485,0.0761016,-0.757942,  0.81076,-0.318296,-0.563223,   1.2336,-0.136445,  -0.8052,-0.524998
RF03106#URS0000D673CA_12908/1-145#subopt1,     8.16775,    -1.17542,    -1.33833,   -0.024639,    -0.35918,   -0.299668,   -0.330993,     1.29368,-0.000303441,    0.167686,   -0.475753,    0.157244,   -0.566815,   -0.239507,     1.07917,  -0.0709115,   -0.603244,   -0.682208
RF03106#URS0000D673CA_12908/1-145#subopt2,    6.9468,  0.290989,  -1.19229, -0.570953,  0.155606, 0.0344632, -0.474161, -0.085361,-0.0810902,   1.31926, -0.968154,  0.714735,  0.159216, -0.910439,   1.52174,  0.352076, -0.833127, -0.570313
RF03106#URS0000D673CA_12908/1-145#subopt3,  7.00641, 0.115246,-0.967824,-0.752313,-0.251293,-0.139977,-0.641951, 0.271942,-0.582083,  0.50591,-0.346068, 0.804139,-0.191771,-0.737916,  1.19161, 0.288653, -1.12186,-0.958255
RF03106#URS0000D673CA_12908/1-145#subopt4,   7.39912, -0.353135,  -1.36465, -0.837652, -0.417412, -0.503115,  -0.45022,  0.401126, -0.482719,   0.28321,  -0.21186,  0.902982, -0.490908, -0.539322,   1.54694,-0.0457924, -0.943714, -0.963066
RF03106#URS0000D6A2A3_12908/1-133#subopt0,  7.65476, -1.00914,  1.15758,-0.296015,  0.91374, 0.377253, 0.142046,  1.00965,-0.186222,-0.409867,-0.701212,0.0532105,-0.609003, -1.17798, 0.449026,  1.47586,-0.850567, 0.156929
RF03106#URS0000D6A2A3_12908/1-133#subopt1,  8.06314, -1.17443,  1.22512,  0.73544,  1.29083, 0.441347, 0.582952, 0.198978,-0.545971,0.0872523,-0.311281,-0.228335,-0.584084,-0.934863,  1.33978,  1.19626,-0.863949, 0.364176
RF03106#URS0000D6A2A3_12908/1-133#subopt2,  7.75957, -1.04837,  1.18789,-0.117448, 0.984076, 0.439419, 0.405823, 0.359123,-0.321092,-0.342799,-0.240737,-0.134663,-0.582625,-0.945999,  0.70642,  1.25205,-0.846916,0.0987992
RF03106#URS0000D6A2A3_12908/1-133#subopt3,  7.49154,-0.619791,  1.67988, 0.296965, 0.596011, 0.285858, 0.872434, 0.629991,-0.126843,-0.692983,-0.230973,0.0329445, -0.45392,-0.688371, 0.885477,  1.39808,-0.979421, 0.278749
RF03106#URS0000D6A2A3_12908/1-133#subopt4,  7.69068, -0.63085,  1.59012,  0.85737,  0.48952, 0.574997,  1.25545,  1.19163,-0.336381, 0.268592,-0.578861, 0.428087,-0.386885,-0.399168,  1.12538,  1.13052, -1.10671, 0.360145
RF03157#URS0001A23AA2_1121878/1-50#subopt0,   4.3723,  1.64455, -0.49987, 0.608775, 0.190524, -1.07423,-0.159176,  1.57218, 0.491573,-0.258192,  1.48234, -1.20592,-0.348214, 0.308249, 0.382595, 0.746333, 0.402125,-0.425363
RF03157#URS0001A23AA2_1121878/1-50#subopt1,    4.92333,    1.45655,  -0.117867,     1.2439,-0.00952276,   -1.07744,  -0.305805,    1.67239,   0.604956,  -0.909188,    1.61581,   -1.00892,  -0.325703,   0.330919,   0.693035,   0.747227,   0.222202,  -0.199992
RF03157#URS0001A23AA2_1121878/1-50#subopt2,  4.38417,   1.5434,-0.728344, 0.298895, 0.209743, -1.00679, -0.05982,  1.31999, 0.256443, -0.14397,  1.43135, -1.25938,-0.175979,-0.124729, 0.435637, 0.874094,  0.61959, -0.20635
RF03157#URS0001A23AA2_1121878/1-50#subopt3,   4.93028,   1.35789,-0.0932729,   1.36215,  0.147496, -0.861721, -0.265844,   1.60955,  0.729789, -0.822744,   1.40481,  -1.52793, -0.407722, -0.154006,  0.593018,  0.531052,  0.580479, -0.231558
RF03157#URS0001A23AA2_1121878/1-50#subopt4,  4.56155,  1.56721,-0.709069, 0.561878, 0.193465,-0.277761,-0.527165, 0.704644, 0.373695,-0.250016,-0.354075,-0.641306, 0.881871,-0.878208, 0.704896,  0.34942, 0.161185, 0.146677
RF03157#URS0001A23AA2_1121879/1-50#subopt0,   4.3723,  1.64455, -0.49987, 0.608775, 0.190524, -1.07423,-0.159176,  1.57218, 0.491573,-0.258192,  1.48234, -1.20592,-0.348214, 0.308249, 0.382595, 0.746333, 0.402125,-0.425363
RF03157#URS0001A23AA2_1121879/1-50#subopt1,    4.92333,    1.45655,  -0.117868,     1.2439,-0.00952278,   -1.07744,  -0.305806,    1.67239,   0.604955,  -0.909188,    1.61581,   -1.00892,  -0.325703,   0.330919,   0.693036,   0.747227,   0.222202,  -0.199992
RF03157#URS0001A23AA2_1121879/1-50#subopt2,   4.38417,    1.5434, -0.728344,  0.298895,  0.209743,  -1.00679,-0.0598201,   1.31999,  0.256443,  -0.14397,   1.43135,  -1.25938, -0.175979, -0.124729,  0.435636,  0.874094,  0.619591,  -0.20635
RF03157#URS0001A23AA2_1121879/1-50#subopt3,   4.93028,   1.35789,-0.0932734,   1.36215,  0.147496, -0.861721, -0.265843,   1.60955,  0.729789, -0.822744,   1.40481,  -1.52793, -0.407722, -0.154006,  0.593018,  0.531052,  0.580479, -0.231558
RF03157#URS0001A23AA2_1121879/1-50#subopt4,  4.56155,  1.56721, -0.70907, 0.561878, 0.193465,-0.277761,-0.527165, 0.704644, 0.373695,-0.250016,-0.354074,-0.641306, 0.881871,-0.878209, 0.704896, 0.349419, 0.161185, 0.146677
RF03157#URS0001A2345C_675816/1-50#subopt0,   4.43505,    1.7212,  -1.12058,  0.808331,  0.411846,   -0.9925,  0.271041,  0.570236,  0.287427,  0.121109, 0.0469295,  -1.32825,   1.07173, 0.0310345,-0.0113696,  0.390353,   0.26093,-0.0842129
RF03157#URS0001A2345C_675816/1-50#subopt1,   4.42125,   1.55624, -0.953638,  0.639842,  0.362852, -0.974344,  0.216947,  0.799754, -0.367175, -0.410946,  0.739187,  -1.50068,  0.617076,  0.028628,  -0.38482,  0.945816,  0.315485,-0.0538103
RF03157#URS0001A2345C_675816/1-50#subopt2,  4.37833,  1.81666,-0.655603, 0.747172, 0.232768, -1.06505,-0.145011,  1.34672,  1.08385, 0.273269, 0.779118, -1.02786,0.0642508, 0.331232, 0.748664, 0.177715, 0.334693,-0.476489
RF03157#URS0001A2345C_675816/1-50#subopt3,   4.3723,  1.64455, -0.49987, 0.608775, 0.190525, -1.07423,-0.159175,  1.57218, 0.491573,-0.258192,  1.48234, -1.20592,-0.348214, 0.308249, 0.382595, 0.746333, 0.402125,-0.425363
RF03157#URS0001A2345C_675816/1-50#subopt4,  4.43654,  1.38604, -1.70899, -1.03965, 0.453079,-0.806512,-0.700424, 0.717136,-0.325891,0.0823853, 0.401641,-0.757041,  1.26756, 0.718932, 0.183315, 0.371294, 0.140519, 0.317575
RF03157#CP002209.1/3979465-3979416#subopt0,   4.43505,    1.7212,  -1.12058,  0.808331,  0.411847, -0.992499,  0.271041,  0.570237,  0.287427,  0.121109, 0.0469299,  -1.32825,   1.07173, 0.0310346,-0.0113696,  0.390353,   0.26093,-0.0842129
RF03157#CP002209.1/3979465-3979416#subopt1,   4.42125,   1.55624, -0.953638,  0.639842,  0.362852, -0.974344,  0.216947,  0.799754, -0.367175, -0.410946,  0.739187,  -1.50068,  0.617076,  0.028628,  -0.38482,  0.945817,  0.315485,-0.0538105
RF03157#CP002209.1/3979465-3979416#subopt2,  4.37833,  1.81666,-0.655603, 0.747172, 0.232768, -1.06505,-0.145011,  1.34672,  1.08385, 0.273269, 0.779118, -1.02786,0.0642507, 0.331232, 0.748664, 0.177715, 0.334693,-0.476489
RF03157#CP002209.1/3979465-3979416#subopt3,   4.3723,  1.64455,-0.499871, 0.608775, 0.190525, -1.07423,-0.159176,  1.57218, 0.491573,-0.258192,  1.48234, -1.20592,-0.348214, 0.308249, 0.382595, 0.746333, 0.402125,-0.425363
RF03157#CP002209.1/3979465-3979416#subopt4,  4.43654,  1.38604, -1.70899, -1.03965, 0.453079,-0.806512,-0.700424, 0.717137,-0.325891,0.0823853, 0.401641, -0.75704,  1.26756, 0.718931, 0.183315, 0.371295, 0.140519, 0.317575
RF03157#MAJZ01001034.1/16245-16196#subopt0,   4.43505,    1.7212,  -1.12058,  0.808331,  0.411847, -0.992499,  0.271041,  0.570237,  0.287427,  0.121109, 0.0469299,  -1.32825,   1.07173, 0.0310345,-0.0113697,  0.390353,  0.260929, -0.084213
RF03157#MAJZ01001034.1/16245-16196#subopt1,   4.42125,   1.55624, -0.953638,  0.639842,  0.362852, -0.974344,  0.216947,  0.799754, -0.367175, -0.410946,  0.739187,  -1.50068,  0.617076, 0.0286282,  -0.38482,  0.945816,  0.315485,-0.0538103
RF03157#MAJZ01001034.1/16245-16196#subopt2,  4.37832,  1.81666,-0.655603, 0.747172, 0.232768, -1.06505,-0.145011,  1.34672,  1.08385, 0.273269, 0.779118, -1.02786,0.0642508, 0.331232, 0.748664, 0.177715, 0.334693,-0.476489
RF03157#MAJZ01001034.1/16245-16196#subopt3,   4.3723,  1.64455,-0.499871, 0.608775, 0.190524, -1.07423,-0.159176,  1.57218, 0.491573,-0.258192,  1.48234, -1.20592,-0.348214, 0.308249, 0.382595, 0.746333, 0.402125,-0.425363
RF03157#MAJZ01001034.1/16245-16196#subopt4,  4.43654,  1.38604, -1.70899, -1.03965,  0.45308,-0.806512,-0.700424, 0.717137,-0.325891,0.0823851, 0.401641, -0.75704,  1.26756, 0.718931, 0.183315, 0.371294, 0.140519, 0.317575
RF01704#CP006269.1/1896519-1896580#subopt0,  4.81619,  1.16031, -1.64738, 0.639815,-0.293434,-0.580301,0.0142432,-0.184223, 0.267603, 0.724454, -0.41792,  1.15919,-0.277381,-0.123477,-0.170061,-0.451952, 0.325162, 0.538175
RF01704#CP006269.1/1896519-1896580#subopt1,   4.24697,   1.82274, -0.694106,   1.15639,-0.0892774, -0.238057,0.00389332, -0.280951,-0.0881213,   1.09348, -0.402353,   1.24563,-0.0931753, -0.367255, -0.515042, -0.199641,-0.0864733,  0.829619
RF01704#CP006269.1/1896519-1896580#subopt2,   4.91194,    1.2141,  -1.55506,  0.931437, -0.195469, -0.580653,  0.142972, 0.0422788,  0.220829,  0.766747, -0.401759,   1.30326, -0.385338,-0.0914146, 0.0517063, -0.468635,  0.135862,   0.88661
RF01704#CP006269.1/1896519-1896580#subopt3,  5.35917, 0.812769, -1.49328,  1.82636,-0.243518,-0.701972, 0.891655,  0.56339, 0.755287, 0.369465,-0.349475, 0.787318,-0.686324,-0.642863, 0.482999,-0.462581, 0.780161, 0.690037
RF01704#CP006269.1/1896519-1896580#subopt4,   4.80648,   1.41839, -0.555647,   2.11027,  0.104672,  0.138658,-0.0635327,  0.029465, -0.114041,  0.922786,  -0.66293,   0.98124,  0.282347, -0.794894, -0.729164, 0.0835038,  0.407123,  0.887704
RF01704#AE017126.1/924002-923944#subopt0,   4.36662,    1.6317, -0.492737,   0.75087, -0.307009, -0.131011, -0.578334, -0.696061, -0.479699, 0.0142577,-0.0815699,   0.19381,  0.509903, -0.236214, -0.395443, -0.434483, -0.185382,  0.723888
RF01704#AE017126.1/924002-923944#subopt1,   3.40099,   2.05381,  0.240707,  0.977229, -0.176304, -0.383274, -0.213386,  -0.12364,  0.378247, -0.544361, -0.433898,-0.0786862,  0.969234, -0.761934, -0.463737, -0.553136,  0.161563,   0.41795
RF01704#AE017126.1/924002-923944#subopt2,    5.05821,   0.957796,    -1.2273,   0.641729,  -0.296221,   -1.04935,  -0.652604,   0.128513,  0.0378114,  -0.598941,  -0.682862,   0.178197,   0.248638,  -0.124651,-0.00265133,  -0.457516,  -0.070214,    1.03922
RF01704#AE017126.1/924002-923944#subopt3,  4.08454,  2.08848,  0.83884, 0.898235, 0.234102,-0.378016, 0.330048,-0.347292, 0.270543,-0.559925, -1.14194, 0.149569, 0.781235,-0.707456,-0.322505, 0.252361,0.0599523, 0.914976
RF01704#AE017126.1/924002-923944#subopt4,   3.50167,   2.10615,   0.32914,   1.27747,-0.0594717, -0.426503,-0.0899866,  0.112385,  0.295521, -0.507679, -0.408434, 0.0828695,  0.882632,  -0.78592, -0.294812, -0.562922, -0.072212,   0.74595
RF01704#AANO01000053.1/1174-1115#subopt0,    4.11356,    1.36378,  -0.802048,    0.87449,    0.74161,  -0.625336,  -0.623144,-0.00931541,   0.427887,   0.373103,  -0.387904,   0.399409,  -0.438767,  -0.379631,  -0.455722,   0.391214,   0.602878,   0.696205
RF01704#AANO01000053.1/1174-1115#subopt1,  4.03999,  1.40463,-0.530677,  1.26186, 0.447721,-0.780907,-0.496074, 0.195103, 0.402679, 0.167955,-0.515724, 0.497815,-0.727156,0.0794403,-0.542325,0.0771446, 0.809132, 0.523079
RF01704#AANO01000053.1/1174-1115#subopt2,  3.72491,  1.75525, 0.533419,  2.00673, 0.069866,-0.455438, 0.492073,0.0372624, 0.580965, 0.414659, 0.336777,   1.1417,-0.586312,0.0981707,0.0118355, 0.136821, 0.746172, 0.768111
RF01704#AANO01000053.1/1174-1115#subopt3,   3.42781,   2.01283,  -1.09035, -0.283383,  0.165181, -0.674948, -0.646197, -0.508659, -0.267924,  0.546403, -0.690835,  0.640418, -0.242694,-0.0289302, -0.628771,  0.218459,  0.650313,   0.57762
RF01704#AANO01000053.1/1174-1115#subopt4,   3.31239,   2.28324,  0.381383,   1.23622,  0.452257,  -1.03251,-0.0246571, -0.396401,  0.236205,  0.411158,-0.0818993,  0.199493,-0.0426394,-0.0658643, 0.0200428, -0.140704,  0.775882,  0.216079
RF01704#DS990556.1/1717245-1717309#subopt0,  4.90668, 0.651504, -1.15752, 0.779306, 0.207282,-0.550865, 0.280037,-0.253772,-0.365874,-0.988834, 0.630542, -1.09434,-0.697235, 0.174592,  1.13831,-0.333344, 0.746352, 0.433963
RF01704#DS990556.1/1717245-1717309#subopt1,  4.92909, 0.445564,  -1.0899,  0.50012, 0.557196, -0.75204,-0.705065,-0.290692,-0.529669, -1.01025,0.0019526,-0.830641, 0.218834,0.0340871, 0.265387,-0.261136, 0.918021, 0.984435
RF01704#DS990556.1/1717245-1717309#subopt2,  4.29529,  1.24501, -1.63709,-0.611112,0.0548395,-0.986114,-0.163108,-0.368928,-0.812784, -1.08837,-0.394307,-0.677003, 0.470562, 0.149878,  0.50933,-0.406958, 0.174528, 0.769116
RF01704#DS990556.1/1717245-1717309#subopt3,     5.0067,   0.910947,     -1.173,   0.784023,   0.426488,  -0.614947,  -0.846827,   -0.16447,  -0.952849,  -0.943527,  -0.296701,   -1.11386,   0.367477,  -0.104439,0.000973019,   0.252451,     0.6071,   0.697841
RF01704#DS990556.1/1717245-1717309#subopt4,    4.79578,   0.731135,   -2.06947,  -0.802895,  -0.145248,   -1.41171,-0.00381126,  -0.219161,  -0.432847,   -1.29687,  -0.146469,  -0.555158,  0.0675763,   0.265854,   0.991101,  -0.609538,   0.668266,    1.13354
RF01704#BX548174.1/627956-627894#subopt0,   3.2723,  2.18781,0.0668464,  1.03903,-0.544348,-0.114352,-0.261885,0.0759343, 0.874853,-0.120847,-0.847732, 0.414865, 0.640922,-0.857975,  -0.6056,-0.548414,0.0518903, 0.403984
RF01704#BX548174.1/627956-627894#subopt1,   3.95585,   2.22248,  0.664981,  0.960035, -0.133942, -0.109096,  0.281548, -0.147716,  0.767149, -0.136409,  -1.55577,   0.64312,  0.452922, -0.803497, -0.464366,   0.25708,-0.0497213,  0.901011
RF01704#BX548174.1/627956-627894#subopt2,  4.23673,  1.80624,-0.597279, 0.986526,-0.344095,-0.306604,-0.755626, 0.104599,0.0753092, 0.162361, -1.18754, 0.646744, 0.244944,-0.378411,-0.574345, -0.27656,-0.519905, 0.811026
RF01704#BX548174.1/627956-627894#subopt3,   3.37842,   2.16853,  0.209176,  0.974404, -0.292554,  -0.27073,-0.0823595,   1.34993,  0.651726,  0.464841, -0.368759,  0.585898,  0.782055, -0.211674, -0.422953, -0.122312,  0.211419,  0.438382
RF01704#BX548174.1/627956-627894#subopt4,   3.36807,    2.2416,  0.159161,   1.33065, -0.446381, -0.114703, -0.133156,  0.302437,  0.828076,-0.0785497, -0.831574,  0.558931,  0.532967, -0.825913, -0.383831, -0.565098, -0.137407,  0.752415
RF03144#URS0001A2426A_12908/1-47#subopt0,  3.74657,  1.78498, -1.03613,-0.650344,-0.584855,   0.4559,-0.656424,  0.32541,  0.37539,-0.565744,-0.844203, 0.343498, 0.615703, -1.23006, 0.390899,-0.516615,-0.336539,-0.134814
RF03144#URS0001A2426A_12908/1-47#subopt1,    4.41375,    1.27015,  -0.345504,   0.279646,-0.00379221,   0.938831,   -1.73515,     1.1723,  -0.298625,   -0.72847,  -0.524121,    0.42643,   0.766697,   -1.04137, -0.0287357,    0.31515,  0.0361059,   0.386666
RF03144#URS0001A2426A_12908/1-47#subopt2,   4.43982,   1.42389, -0.535062,  0.565385, -0.199339,   0.78722,  -1.54023,  0.502659,  0.268139, -0.437008, -0.865782,  0.292954,  0.734682,  -1.09024, -0.320088,-0.0320223,-0.0756808,  0.329893
RF03144#URS0001A2426A_12908/1-47#subopt3,  5.10074, 0.592758, -1.18843, 0.060101,-0.218365, 0.558559,   -1.603,  1.45202,0.0963336, -1.06739,-0.540139, 0.417988, 0.447512,-0.849614, 0.540085,0.0562338, 0.237814, 0.522372
RF03144#URS0001A2426A_12908/1-47#subopt4,  4.95183,  1.07783,-0.323693,  1.61514,-0.331105, 0.406753,-0.793486,  1.46223,   1.0295, -1.06933,-0.852404,-0.163965, 0.127914, -1.28301, 0.244395, -0.14718, 0.213909,0.0172594
RF03144#URS0001A24651_12908/1-47#subopt0,    4.4605,  0.948966,  -1.70461, -0.907894,  -1.14851,   1.25812, -0.222143,  0.508849,  -1.10781,  0.125588,   0.21443,  0.527881,  0.863566,-0.0240291,  0.042284,  -0.56386,  0.320204,  0.628282
RF03144#URS0001A24651_12908/1-47#subopt1,  4.56672, 0.874847, -1.45337, -0.94806,-0.685734, 0.935684,-0.725004,-0.147432,  -1.1514,-0.664816,0.0969979,0.0810188,  1.13881,-0.650182, 0.433155,-0.774979, 0.357469, 0.664336
RF03144#URS0001A24651_12908/1-47#subopt2,   4.40603,   1.13926,  -2.01578, -0.491234,    -1.327,    1.0374,  0.132433, -0.371625, -0.554734,  0.368142, -0.129158,  0.329587,  0.737454,-0.0175949,  -0.43449, -0.951768,  0.167359,  0.594346
RF03144#URS0001A24651_12908/1-47#subopt3,   4.51223,   1.06513,  -1.76454, -0.531398, -0.864219,  0.714964, -0.370429,   -1.0279, -0.598321,  -0.42226, -0.246592, -0.117278,    1.0127, -0.643747,-0.0436207,  -1.16288,  0.204625,  0.630399
RF03144#URS0001A24651_12908/1-47#subopt4,   4.97658,   0.47981,  -2.24431,  -1.04417,  -1.31234,  0.821729,-0.0170793,  0.668588, -0.713304, -0.274044,  0.317214,  0.665741,  0.534439,  0.189423,  0.540977, -0.724951,  0.502149,  0.588209
RF03144#HF582854.1/780497-780546#subopt0,  4.25313,  1.58109,-0.842016, 0.392792, 0.541742, -1.19662, 0.314149,-0.253055,-0.194136,-0.371516, -0.45721, 0.378448, 0.352165,-0.284959,-0.309775,-0.368041,-0.319063,-0.878221
RF03144#HF582854.1/780497-780546#subopt1,   4.28161,  0.853019, -0.244714,  0.260199,-0.0343504,  0.222391,  -1.20438,    1.0768, -0.239758, -0.974853,  0.522179,  0.654779, -0.129096, -0.798129, -0.409765, 0.0229236, -0.159495,-0.0497879
RF03144#HF582854.1/780497-780546#subopt2,   4.74087,  0.618998, -0.264371,   0.93655, -0.181671, -0.161815, -0.381241,   1.73457, 0.0963572,  -1.52337,    0.6855,   0.67137, -0.363586, -0.829218,  0.247287,  0.201704,-0.0961112, -0.252465
RF03144#HF582854.1/780497-780546#subopt3,   3.6513,  1.60371,-0.611445,-0.905461,-0.408724, 0.206226, -1.18103, 0.472079,-0.716556,-0.870508,  0.27373, 0.917147, 0.342255,-0.970732,-0.418897,-0.221594,-0.496091,-0.269105
RF03144#HF582854.1/780497-780546#subopt4,   3.6451,  1.69223,-0.683576,-0.920909, 0.037741, 0.307731, -1.00728, 0.268703,-0.698934,-0.495732, 0.147651, 0.787204,  0.32632,  -1.2302,-0.508901, 0.257788, -0.22722,0.0702586
RF03144#URS0001A23AD8_268739/1-50#subopt0,  4.25313,  1.58109,-0.842016, 0.392792, 0.541742, -1.19662, 0.314149,-0.253055,-0.194136,-0.371516, -0.45721, 0.378448, 0.352165,-0.284959,-0.309775,-0.368041,-0.319063,-0.878221
RF03144#URS0001A23AD8_268739/1-50#subopt1,   4.28161,  0.853019, -0.244714,  0.260199,-0.0343502,  0.222391,  -1.20438,    1.0768, -0.239758, -0.974853,  0.522179,   0.65478, -0.129096, -0.798129, -0.409765, 0.0229235, -0.159495,-0.0497878
RF03144#URS0001A23AD8_268739/1-50#subopt2,   4.74087,  0.618998, -0.264371,   0.93655, -0.181671, -0.161815, -0.381241,   1.73457, 0.0963572,  -1.52337,    0.6855,   0.67137, -0.363586, -0.829218,  0.247287,  0.201704,-0.0961112, -0.252465
RF03144#URS0001A23AD8_268739/1-50#subopt3,   3.6513,  1.60371,-0.611445,-0.905461,-0.408724, 0.206226, -1.18103, 0.472079,-0.716556,-0.870508,  0.27373, 0.917147, 0.342255,-0.970732,-0.418897,-0.221594,-0.496091,-0.269104
RF03144#URS0001A23AD8_268739/1-50#subopt4,   3.6451,  1.69223,-0.683576,-0.920909, 0.037741, 0.307731, -1.00728, 0.268703,-0.698934,-0.495732, 0.147652, 0.787204,  0.32632,  -1.2302,-0.508901, 0.257788, -0.22722,0.0702586
RF03144#URS0001A23844_12908/1-47#subopt0,    4.4605,  0.948967,  -1.70461, -0.907894,  -1.14851,   1.25812, -0.222143,  0.508849,  -1.10781,  0.125588,   0.21443,  0.527881,  0.863566,-0.0240292,  0.042284,  -0.56386,  0.320203,  0.628282
RF03144#URS0001A23844_12908/1-47#subopt1,  4.56672, 0.874846, -1.45337, -0.94806,-0.685734, 0.935684,-0.725004,-0.147432,  -1.1514,-0.664815,0.0969978,0.0810185,  1.13881,-0.650183, 0.433156, -0.77498, 0.357469, 0.664335
RF03144#URS0001A23844_12908/1-47#subopt2,   4.40603,   1.13926,  -2.01578, -0.491233,    -1.327,    1.0374,  0.132433, -0.371625, -0.554734,  0.368142, -0.129158,  0.329587,  0.737454,-0.0175948,  -0.43449, -0.951768,  0.167359,  0.594346
RF03144#URS0001A23844_12908/1-47#subopt3,   4.51223,   1.06513,  -1.76454, -0.531398, -0.864219,  0.714965, -0.370429,   -1.0279, -0.598321,  -0.42226, -0.246592, -0.117279,    1.0127, -0.643747,-0.0436208,  -1.16288,  0.204625,  0.630399
RF03144#URS0001A23844_12908/1-47#subopt4,   4.97658,   0.47981,  -2.24431,  -1.04417,  -1.31234,  0.821729,-0.0170793,  0.668588, -0.713304, -0.274044,  0.317214,  0.665741,  0.534439,  0.189423,  0.540977, -0.724951,  0.502149,  0.588209
RF02929#URS0000D6D1C3_926032/1-50#subopt0,     3.31404,     1.93723,    -1.40455,   -0.427116,   -0.470142,    -1.17545,    0.407142,    0.298402,    0.691505,    0.535656,   -0.178654,   -0.124411,    -0.43794,    0.374884,    0.101172,   -0.462005,    0.280134,-7.36622e-05
RF02929#URS0000D6D1C3_926032/1-50#subopt1,  2.48327,  2.68763,-0.456277,0.0810596,-0.535977, -0.58157, 0.154606,0.0903989, 0.932204, 0.871024,0.0684268,0.0662429, 0.588224,-0.179158,-0.491188,-0.608227, 0.534103, 0.328388
RF02929#URS0000D6D1C3_926032/1-50#subopt2,   3.41877,   2.20524,  -1.49327, -0.316667, -0.618365,  -1.18382,  0.321298,  0.217635,  0.733555,  0.819993,  0.101359,-0.0917604, -0.459287,  0.102198,  0.169766, -0.156322,  0.394565,   0.21264
